GeneId	Symbol	Normal_transcript	Tumor_transcript	Tumor	p_pannegative	Number_ME_drivers	ME_drivers	Same_pathway_driver	p_me_pathway_driver
100129583	FAM47E	uc003hjx.2	uc003hjv.2	kirp	0.027625919191582398	10	MET, FAT1, SETD2, KDM6A, STAG2, NF2, PBRM1, NFE2L2, TP53, BAP1	NA	NA
10013	HDAC6	uc004dks.1	uc011mmi.1	luad	NA	NA	NA	TP53 (REACTOME_SIGNALING_BY_NOTCH)	0.5720612886677596
100130717	CECR4	uc011agh.1	uc002zmi.3	kirp	0.014773510609262186	10	MET, FAT1, SETD2, KDM6A, STAG2, NF2, PBRM1, NFE2L2, TP53, BAP1	NA	NA
100132923	FAM66D	uc011kxo.1	uc011kxp.1	brca	0.034243850888018325	10	PIK3CA, TP53, CDH1, MAP3K1, MLL3, GATA3, NCOR1, MACF1, PTEN, AHNAK	NA	NA
10014	HDAC5	uc002ifd.1	uc002ife.1	hnsc	NA	NA	NA	TP53 (REACTOME_SIGNALING_BY_NOTCH)	1.0
10014	HDAC5	uc002iff.1	uc002ifg.1	kirp	NA	NA	NA	TP53 (REACTOME_SIGNALING_BY_NOTCH)	1.0
10015	PDCD6IP	uc003cfx.2	uc011axw.1	kirp	NA	NA	NA	MET (KEGG_ENDOCYTOSIS)	1.0
10018	BCL2L11	uc002tgv.1	uc010fke.1	kich	NA	NA	NA	TP53 (REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,REACTOME_APOPTOSIS,PID_AP1_PATHWAY,PID_P75NTRPATHWAY,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS)	1.0
10038	PARP2	uc001vxd.2	uc001vxc.2	coad	NA	NA	NA	ATM (PID_TELOMERASEPATHWAY)	1.0
10040	TOM1L1	uc002iud.2	uc010dbz.2	brca	0.04762015712957655	3	PIK3CA, TP53, CDH1	NA	NA
10043	TOM1	uc003ann.2	uc011aml.1	thca	NA	NA	NA	NRAS (PID_CMYB_PATHWAY)	1.0
10051	SMC4	uc003fdh.2	uc003fdl.2	hnsc	0.024477067048435313	2	TP53, FAT1	NA	NA
10055	SAE1	uc002pgd.2	uc010xyk.1	prad	NA	NA	NA	PTEN (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	1.0
10059	DNM1L	uc001rld.2	uc010ski.1	kich	NA	NA	NA	TP53 (REACTOME_APOPTOSIS)	0.22932135508047513
10059	DNM1L	uc001rlf.2	uc010ski.1	kirp	NA	NA	NA	MET (KEGG_ENDOCYTOSIS)	0.46087320356174594
10059	DNM1L	uc001rlf.2	uc010ski.1	prad	NA	NA	NA	CTNNB1 (REACTOME_APOPTOSIS,REACTOME_APOPTOTIC_EXECUTION_PHASE)	0.17067113561156638
1009	CDH11	uc002eoi.2	uc010cdn.2	coad	NA	NA	NA	PIK3CA (REACTOME_CELL_CELL_COMMUNICATION)	0.29756764974150063
10096	ACTR3	uc002tkx.1	uc010yyd.1	kirc	NA	NA	NA	MTOR (PID_ERBB1_DOWNSTREAM_PATHWAY,PID_CDC42_PATHWAY)	1.0
10096	ACTR3	uc002tkx.1	uc010yyd.1	luad	NA	NA	NA	KRAS (PID_PDGFRBPATHWAY,PID_ERBB1_DOWNSTREAM_PATHWAY)	0.5973206386145734
10099	TSPAN3	uc002bcj.2	uc010bkx.2	kirp	0.04201553608566807	3	MET, FAT1, SETD2	NA	NA
10106	CTDSP2	uc009zqf.2	uc010ssg.1	prad	NA	NA	NA	CTNNB1 (PID_AR_PATHWAY)	1.0
10109	ARPC2	uc002vhd.2	uc002vhe.2	prad	NA	NA	NA	BRAF (PID_ERBB1_DOWNSTREAM_PATHWAY,PID_PDGFRBPATHWAY,PID_CDC42_PATHWAY,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON)	0.2795141582363232
10109	ARPC2	uc002vhd.2	uc002vhe.2	thca	NA	NA	NA	NRAS (KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,PID_ERBB1_DOWNSTREAM_PATHWAY,PID_PDGFRBPATHWAY)	0.03797013260211054
10109	ARPC2	uc002vhd.2	uc002vhe.2	hnsc	NA	NA	NA	PIK3CA (PID_CDC42_PATHWAY,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,PID_PDGFRBPATHWAY,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,PID_ERBB1_DOWNSTREAM_PATHWAY,BIOCARTA_CDC42RAC_PATHWAY)	1.0
10111	RAD50	uc003kxi.2	uc003kxh.2	kich	NA	NA	NA	TP53 (BIOCARTA_ATRBRCA_PATHWAY,PID_BARD1PATHWAY,BIOCARTA_ATM_PATHWAY)	0.7435736227558182
10112	KIF20A	uc003lcj.2	uc011cyo.1	hnsc	NA	NA	NA	CDKN2A (REACTOME_CELL_CYCLE_MITOTIC,REACTOME_CELL_CYCLE)	0.20132013201319676
10112	KIF20A	uc003lcj.2	uc011cyo.1	thca	NA	NA	NA	NRAS (REACTOME_HEMOSTASIS,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	1.0
10112	KIF20A	uc003lcj.2	uc011cyo.1	luad	NA	NA	NA	KRAS (REACTOME_IMMUNE_SYSTEM,REACTOME_HEMOSTASIS,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.4555101143782317
10112	KIF20A	uc011cyo.1	uc003lcj.2	kich	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS,REACTOME_CELL_CYCLE,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION)	0.32930652779895236
10121	ACTR1A	uc001kvv.2	uc010qqo.1	brca	NA	NA	NA	TP53 (REACTOME_CELL_CYCLE)	0.4148577561649496
10121	ACTR1A	uc001kvv.2	uc010qqo.1	prad	NA	NA	NA	TP53 (REACTOME_CELL_CYCLE)	1.0
10121	ACTR1A	uc001kvv.2	uc010qqo.1	hnsc	NA	NA	NA	CDKN2A (REACTOME_CELL_CYCLE_MITOTIC,REACTOME_CELL_CYCLE)	0.20132013201319676
10121	ACTR1A	uc001kvv.2	uc010qqo.1	kirc	NA	NA	NA	VHL (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	0.8608105421994106
10142	AKAP9	uc003ulj.2	uc003ull.2	kirc	NA	NA	NA	ATM (REACTOME_CELL_CYCLE)	1.0
10152	ABI2	uc002uzz.2	uc010zin.1	lihc	NA	NA	NA	CTNNB1 (PID_RAC1_PATHWAY)	1.0
10152	ABI2	uc002uzz.2	uc010zin.1	hnsc	NA	NA	NA	PIK3CA (KEGG_REGULATION_OF_ACTIN_CYTOSKELETON)	1.0
10155	TRIM28	uc002qtg.1	uc002qth.1	luad	NA	NA	NA	TP53 (PID_P53REGULATIONPATHWAY)	0.8607649743843173
10155	TRIM28	uc002qtg.1	uc002qth.1	lusc	NA	NA	NA	TP53 (PID_P53REGULATIONPATHWAY)	1.0
10155	TRIM28	uc002qtg.1	uc002qth.1	kirp	NA	NA	NA	TP53 (PID_P53REGULATIONPATHWAY)	0.4998238826658586
10157	AASS	uc003vkb.2	uc011knw.1	hnsc	NA	NA	NA	NSD1 (KEGG_LYSINE_DEGRADATION)	0.37103746369435037
10162	LPCAT3	uc001qsi.2	uc010sfw.1	lusc	NA	NA	NA	PIK3CA (REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,REACTOME_PHOSPHOLIPID_METABOLISM)	0.39137675074881595
10162	LPCAT3	uc001qsi.2	uc010sfw.1	prad	NA	NA	NA	PTEN (REACTOME_PHOSPHOLIPID_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS)	0.5116810034159561
10166	SLC25A15	uc001uxn.2	uc010tfb.1	brca	0.042894509005570056	4	PIK3CA, TP53, CDH1, MAP3K1	NA	NA
1017	CDK2	uc001sit.3	uc010spy.1	kirp	NA	NA	NA	MET (SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,KEGG_PATHWAYS_IN_CANCER,PID_RB_1PATHWAY)	1.0
10193	RNF41	uc001skf.1	uc001skg.1	brca	NA	NA	NA	PIK3CA (PID_ERBB2ERBB3PATHWAY,REACTOME_SIGNALING_BY_ERBB2,REACTOME_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.5188597230110197
10193	RNF41	uc001skf.1	uc001skg.1	kich	NA	NA	NA	PTEN (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_ERBB2)	1.0
10193	RNF41	uc001skf.1	uc001skg.1	lusc	NA	NA	NA	KEAP1 (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION)	0.3284612454769803
10193	RNF41	uc001skf.1	uc001skg.1	prad	NA	NA	NA	PTEN (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_ERBB2,REACTOME_IMMUNE_SYSTEM)	0.3285469907041963
10193	RNF41	uc001skf.1	uc001skg.1	luad	NA	NA	NA	KRAS (REACTOME_IMMUNE_SYSTEM,PID_ERBB2ERBB3PATHWAY,REACTOME_SIGNALING_BY_ERBB2,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.11413040651636322
102	ADAM10	uc002afd.1	uc010ugz.1	kirp	NA	NA	NA	MET (PID_AJDISS_2PATHWAY,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION)	0.5759651989387532
102	ADAM10	uc002afd.1	uc010ugz.1	lusc	NA	NA	NA	PTEN (REACTOME_SIGNALING_BY_EGFR_IN_CANCER)	0.03158342133966254
10203	CALCRL	uc002upv.3	uc002upw.2	hnsc	NA	NA	NA	PIK3CA (REACTOME_GPCR_DOWNSTREAM_SIGNALING,REACTOME_SIGNALING_BY_GPCR)	0.21122112211218722
10203	CALCRL	uc002upv.3	uc010frt.2	lusc	NA	NA	NA	PIK3CA (REACTOME_SIGNALING_BY_GPCR,REACTOME_GPCR_DOWNSTREAM_SIGNALING)	1.0
1021	CDK6	uc011khw.1	uc010lez.2	lusc	NA	NA	NA	TP53 (BIOCARTA_G1_PATHWAY,KEGG_PANCREATIC_CANCER,KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE,KEGG_SMALL_CELL_LUNG_CANCER,KEGG_MELANOMA,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_GLIOMA,KEGG_P53_SIGNALING_PATHWAY,KEGG_PATHWAYS_IN_CANCER,KEGG_CHRONIC_MYELOID_LEUKEMIA)	1.0
1021	CDK6	uc011khw.1	uc010lez.2	luad	NA	NA	NA	TP53 (KEGG_PATHWAYS_IN_CANCER,KEGG_SMALL_CELL_LUNG_CANCER,KEGG_P53_SIGNALING_PATHWAY,BIOCARTA_G1_PATHWAY,REACTOME_CELL_CYCLE,KEGG_CELL_CYCLE,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_MELANOMA,KEGG_GLIOMA,KEGG_PANCREATIC_CANCER,KEGG_CHRONIC_MYELOID_LEUKEMIA)	0.7056655611891938
10211	FLOT1	uc003nrm.2	uc011dmr.1	hnsc	NA	NA	NA	CDKN2A (SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES)	0.20132013201319676
10219	KLRG1	uc001qvg.2	uc001qvh.2	prad	0.04873284178748473	7	SPOP, TP53, ATM, MLL2, PTEN, AHNAK, ZFHX3	NA	NA
10219	KLRG1	uc001qvg.2	uc001qvh.2	hnsc	NA	NA	NA	PIK3CA (PID_FCER1PATHWAY)	1.0
1022	CDK7	uc003jvs.3	uc003jvu.3	thca	NA	NA	NA	TP53 (KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	1.0
1022	CDK7	uc003jvs.3	uc003jvu.3	prad	NA	NA	NA	ATM (REACTOME_DNA_REPAIR,KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	0.2606367999369466
1022	CDK7	uc003jvs.3	uc003jvu.3	kirp	NA	NA	NA	STAG2 (REACTOME_CELL_CYCLE_MITOTIC,REACTOME_CELL_CYCLE,KEGG_CELL_CYCLE)	1.0
1022	CDK7	uc003jvs.3	uc003jvu.3	hnsc	NA	NA	NA	CDKN2A (REACTOME_G1_PHASE,REACTOME_MITOTIC_G1_G1_S_PHASES,REACTOME_CELL_CYCLE_MITOTIC,BIOCARTA_CELLCYCLE_PATHWAY,KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	0.20132013201319676
10225	CD96	uc003dxx.2	uc003dxw.2	luad	NA	NA	NA	KRAS (REACTOME_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.07684414769039453
10235	RASGRP2	uc009ypv.2	uc009ypu.2	prad	NA	NA	NA	BRAF (KEGG_MAPK_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY)	0.18095207194688614
1024	CDK8	uc001uqr.1	uc001uqt.1	kirp	NA	NA	NA	MET (REACTOME_DEVELOPMENTAL_BIOLOGY)	1.0
10242	KCNMB2	uc003fjf.2	uc011bqb.1	thca	NA	NA	NA	BRAF (KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,REACTOME_NEURONAL_SYSTEM)	0.21383398498521144
10251	SPRY3	uc004fnq.1	uc010nvl.1	luad	NA	NA	NA	EGFR (BIOCARTA_SPRY_PATHWAY)	0.34727071330694126
10251	SPRY3	uc004fnq.1	uc010nvl.1	lusc	NA	NA	NA	PIK3CA (KEGG_JAK_STAT_SIGNALING_PATHWAY)	1.0
10257	ABCC4	uc001vmd.3	uc010afj.2	kirp	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS)	0.4390280848955942
10257	ABCC4	uc001vmd.3	uc010tih.1	luad	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS)	0.6565779373474809
10276	NET1	uc001iib.2	uc001iia.2	lusc	NA	NA	NA	PTEN (REACTOME_SIGNALLING_BY_NGF)	0.21901888817713544
10278	EFS	uc001wjo.2	uc010tnm.1	brca	0.03920515760577574	5	PIK3CA, TP53, CDH1, MAP3K1, MLL3	NA	NA
1029	CDKN2A	uc003zpl.2	uc003zpk.2	luad	NA	NA	NA	KRAS (KEGG_PATHWAYS_IN_CANCER,KEGG_BLADDER_CANCER,KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG_MELANOMA,KEGG_GLIOMA,KEGG_PANCREATIC_CANCER,PID_CMYB_PATHWAY,KEGG_CHRONIC_MYELOID_LEUKEMIA)	0.4555101143782317
1029	CDKN2A	uc003zpl.2	uc003zpk.2	hnsc	NA	NA	NA	NOTCH1 (PID_DELTANP63PATHWAY)	0.3909550666756868
10298	PAK4	uc002okl.1	uc002okn.1	hnsc	NA	NA	NA	CDKN2A (ST_INTEGRIN_SIGNALING_PATHWAY,SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES)	0.20132013201319676
10298	PAK4	uc002okl.1	uc002oko.1	kirp	NA	NA	NA	MET (SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,REACTOME_DEVELOPMENTAL_BIOLOGY,REACTOME_AXON_GUIDANCE,KEGG_RENAL_CELL_CARCINOMA,PID_MET_PATHWAY,KEGG_AXON_GUIDANCE,KEGG_FOCAL_ADHESION,PID_FGF_PATHWAY)	0.7415710081868256
10298	PAK4	uc002okp.1	uc002oko.1	kirc	NA	NA	NA	MTOR (SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,PID_CDC42_PATHWAY,PID_MET_PATHWAY,KEGG_ERBB_SIGNALING_PATHWAY)	0.138916549972533
10298	PAK4	uc002okp.1	uc002oko.1	thca	NA	NA	NA	NRAS (KEGG_ERBB_SIGNALING_PATHWAY,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG_RENAL_CELL_CARCINOMA,KEGG_AXON_GUIDANCE,REACTOME_AXON_GUIDANCE,REACTOME_DEVELOPMENTAL_BIOLOGY,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY)	0.02005719969327981
1030	CDKN2B	uc003zpo.2	uc003zpn.2	kirp	NA	NA	NA	MET (KEGG_PATHWAYS_IN_CANCER)	1.0
1031	CDKN2C	uc001csg.2	uc001csf.2	kich	NA	NA	NA	TP53 (KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	0.9752923350192664
1031	CDKN2C	uc001csg.2	uc001csf.2	prad	NA	NA	NA	TP53 (KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	1.0
1031	CDKN2C	uc001csg.2	uc001csf.2	thca	NA	NA	NA	TP53 (KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	1.0
1031	CDKN2C	uc001csg.2	uc001csf.2	kirp	NA	NA	NA	STAG2 (REACTOME_CELL_CYCLE_MITOTIC,REACTOME_CELL_CYCLE,KEGG_CELL_CYCLE)	0.2613555846147614
1031	CDKN2C	uc001csg.2	uc001csf.2	hnsc	NA	NA	NA	TP53 (KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	0.19556592080847907
10319	LAMC3	uc004caa.1	uc010mze.1	kirp	NA	NA	NA	MET (KEGG_PATHWAYS_IN_CANCER,KEGG_FOCAL_ADHESION,PID_A6B1_A6B4_INTEGRIN_PATHWAY)	0.5403818589894291
10319	LAMC3	uc004caa.1	uc010mze.1	hnsc	NA	NA	NA	CDKN2A (KEGG_PATHWAYS_IN_CANCER)	0.10431209673958897
10319	LAMC3	uc004caa.1	uc010mze.1	lihc	NA	NA	NA	CTNNB1 (KEGG_FOCAL_ADHESION,KEGG_PATHWAYS_IN_CANCER)	0.5230708777744706
10319	LAMC3	uc004caa.1	uc010mze.1	prad	NA	NA	NA	BRAF (KEGG_FOCAL_ADHESION,KEGG_PATHWAYS_IN_CANCER)	0.016457090580556805
10326	SIRPB1	uc002wfl.3	uc002wfk.3	hnsc	NA	NA	NA	PIK3CA (REACTOME_CELL_CELL_COMMUNICATION)	0.37837955981022625
10331	B3GNT3	uc002nhk.1	uc010ebd.1	thca	NA	NA	NA	EIF1AX (REACTOME_METABOLISM_OF_PROTEINS)	1.0
10333	TLR6	uc003gtm.2	uc010ifg.1	brca	NA	NA	NA	PIK3CA (REACTOME_IMMUNE_SYSTEM,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY)	0.7180951694373273
10333	TLR6	uc003gtm.2	uc010ifg.1	prad	NA	NA	NA	PTEN (REACTOME_IMMUNE_SYSTEM)	0.45758773437251365
10333	TLR6	uc003gtm.2	uc010ifg.1	thca	NA	NA	NA	HRAS (REACTOME_IMMUNE_SYSTEM)	0.4620347474469703
10333	TLR6	uc003gtm.2	uc010ifg.1	kich	NA	NA	NA	PTEN (REACTOME_IMMUNE_SYSTEM)	0.185616076150192
10333	TLR6	uc003gtm.2	uc010ifg.1	luad	NA	NA	NA	KRAS (REACTOME_IMMUNE_SYSTEM)	0.8236314295819671
10333	TLR6	uc003gtm.2	uc010ifg.1	kirc	NA	NA	NA	VHL (REACTOME_IMMUNE_SYSTEM)	1.0
10333	TLR6	uc010ifg.1	uc003gtm.2	hnsc	NA	NA	NA	PIK3CA (REACTOME_IMMUNE_SYSTEM,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY)	0.28530675060516225
10342	TFG	uc003dug.2	uc003duh.2	hnsc	NA	NA	NA	TP53 (KEGG_THYROID_CANCER,KEGG_PATHWAYS_IN_CANCER)	1.0
10346	TRIM22	uc001mbr.2	uc009yes.2	prad	0.03934250475633586	5	SPOP, TP53, ATM, MLL2, PTEN	NA	NA
10376	TUBA1B	uc001rtm.2	uc001rto.2	thca	NA	NA	NA	NRAS (KEGG_GAP_JUNCTION)	0.23501239459929263
10380	BPNT1	uc001hma.2	uc010pug.1	prad	NA	NA	NA	PTEN (SA_PTEN_PATHWAY)	1.0
10393	ANAPC10	uc003ijv.3	uc003ijw.3	prad	NA	NA	NA	TP53 (REACTOME_CELL_CYCLE_CHECKPOINTS,KEGG_CELL_CYCLE,REACTOME_CELL_CYCLE)	1.0
10393	ANAPC10	uc003ijv.3	uc003ijw.3	brca	NA	NA	NA	PIK3CA (REACTOME_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION)	0.19430213211638114
10401	PIAS3	uc001eoc.1	uc001eod.1	kich	NA	NA	NA	TP53 (KEGG_PATHWAYS_IN_CANCER,KEGG_SMALL_CELL_LUNG_CANCER)	1.0
10401	PIAS3	uc001eoc.1	uc001eod.1	brca	NA	NA	NA	CDH1 (KEGG_PATHWAYS_IN_CANCER)	0.28019896256934596
10401	PIAS3	uc001eoc.1	uc001eod.1	hnsc	NA	NA	NA	CDKN2A (PID_CMYB_PATHWAY,KEGG_PATHWAYS_IN_CANCER,PID_AR_PATHWAY)	0.10431209673958897
10401	PIAS3	uc001eoc.1	uc001eod.1	kirp	NA	NA	NA	MET (KEGG_PATHWAYS_IN_CANCER)	1.0
10402	ST3GAL6	uc003dsz.2	uc003dtb.2	hnsc	NA	NA	NA	TP53 (REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,REACTOME_SIGNALING_BY_NOTCH)	0.4437086092716389
10402	ST3GAL6	uc003dsz.2	uc003dtb.2	kirp	NA	NA	NA	TP53 (REACTOME_SIGNALING_BY_NOTCH,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING)	1.0
10411	RAPGEF3	uc001rpz.3	uc001rqa.2	kirc	NA	NA	NA	VHL (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	0.2829723497865262
10411	RAPGEF3	uc001rpz.3	uc001rqa.2	kich	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS)	0.49973558963512554
10411	RAPGEF3	uc009zks.2	uc009zkq.2	kirp	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS)	0.11683177561773768
10419	PRMT5	uc001whm.1	uc001whn.1	hnsc	NA	NA	NA	CDKN2A (PID_E2F_PATHWAY,PID_P53REGULATIONPATHWAY)	0.20132013201319676
10419	PRMT5	uc001whm.1	uc001whn.1	prad	NA	NA	NA	ATM (PID_P53REGULATIONPATHWAY,PID_E2F_PATHWAY)	0.36608966531652753
10419	PRMT5	uc001whm.1	uc001whn.1	kirp	NA	NA	NA	TP53 (PID_P53REGULATIONPATHWAY)	0.1389109812273048
10419	PRMT5	uc001whm.1	uc001whn.1	brca	NA	NA	NA	NCOR1 (PID_HDAC_CLASSI_PATHWAY)	0.20880254040713342
10423	CDIPT	uc002dum.2	uc002duk.2	prad	NA	NA	NA	PTEN (REACTOME_PHOSPHOLIPID_METABOLISM,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG_INOSITOL_PHOSPHATE_METABOLISM,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS)	1.0
10425	ARIH2	uc003cvc.2	uc003cvb.2	brca	NA	NA	NA	CDH1 (REACTOME_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.35661625061269275
10425	ARIH2	uc003cvc.2	uc003cvf.2	kirc	NA	NA	NA	PTEN (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	0.08594599053266119
10426	TUBGCP3	uc001vse.1	uc010tjq.1	prad	NA	NA	NA	TP53 (REACTOME_CELL_CYCLE)	0.2754577917654776
10426	TUBGCP3	uc001vse.1	uc010tjq.1	kirp	NA	NA	NA	STAG2 (REACTOME_CELL_CYCLE_MITOTIC,REACTOME_CELL_CYCLE)	1.0
10426	TUBGCP3	uc001vse.1	uc010tjq.1	kirc	NA	NA	NA	ATM (REACTOME_CELL_CYCLE)	0.518244868135311
10427	SEC24B	uc003hzl.2	uc011cfr.1	coad	NA	NA	NA	KRAS (REACTOME_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM)	0.3930806036068489
10427	SEC24B	uc003hzl.2	uc011cfr.1	prad	NA	NA	NA	PTEN (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	1.0
10427	SEC24B	uc003hzl.2	uc011cfr.1	lusc	NA	NA	NA	PIK3CA (REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_IMMUNE_SYSTEM)	1.0
10451	VAV3	uc001dvj.1	uc010ouv.1	coad	NA	NA	NA	TP53 (REACTOME_HEMOSTASIS)	0.5573058520426304
10451	VAV3	uc001dvj.1	uc010ouv.1	kich	NA	NA	NA	PTEN (REACTOME_SIGNALLING_BY_NGF,KEGG_FOCAL_ADHESION)	0.5284277864785285
10451	VAV3	uc001dvj.1	uc010ouv.1	kirp	NA	NA	NA	MET (KEGG_FOCAL_ADHESION)	0.6396729994545947
10452	TOMM40	uc002ozx.3	uc002ozy.3	lusc	NA	NA	NA	TP53 (KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS)	1.0
10452	TOMM40	uc002ozx.3	uc002ozy.3	kirp	NA	NA	NA	TP53 (KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS)	1.0
10452	TOMM40	uc002ozx.3	uc002ozy.3	hnsc	NA	NA	NA	TP53 (KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS)	0.9466675814303996
