Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
15;NCOR complex;;Human;Q92828,Q13227,O15379,O75376,O60907,Q9BZK7;7464,2874,8841,9611,6907,79718;MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes;12628926;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"By using specific small interference RNAs (siRNAs), the authors demonstrate that HDAC3 is essential, whereas TBL1 and TBLR1 are functionally redundant but essential for repression by unliganded thyroid hormone receptor.";"";""
23;BLOC-1 (biogenesis of lysosome-related organelles complex 1);;Human;P78537,Q6QNY1,Q6QNY0,Q9NUP1,Q96EV8,Q8TDH9,Q9UL45,O95295;2647,282991,388552,55330,84062,63915,26258,23557;MI:0019- coimmunoprecipitation;15102850;42.22,42.25;"The authors identified Snapin, BLOS1, BLOS2, and BLOS3 as subunits of BLOC-1 and found that the HPS mouse model strain, reduced pigmentation, carries a nonsense mutation in BLOS3. The genes encoding these proteins may underlie the pathogenesis of novel forms of HPS in patients having no detectable mutation in any of the genes that cause HPS types 1-7. ";"PLDN, MUTED, CNO and DTNBP1 are involved in Hermansky-Pudlak syndrome (HPS), a genetic disorder characterized by hypopigmentation and platelet storage pool deficiency.";""
24;BLOC-1 (biogenesis of lysosome-related organelles complex 1);;Mouse;O55102,Q9CWG9,Q5U5M8,Q8VED2,Q91WZ8,Q8R015,Q9R0C0,Q9Z266;14533,73689,232946,117197,94245,17828,18457,20615;MI:0019- coimmunoprecipitation | MI:0071- molecular sieving;15102850;42.22,42.25;"The authors identified Snapin, BLOS1, BLOS2, and BLOS3 as subunits of BLOC-1 and found that the HPS mouse model strain, reduced pigmentation, carries a nonsense mutation in BLOS3. The genes encoding these proteins may underlie the pathogenesis of novel forms of HPS in patients having no detectable mutation in any of the genes that cause HPS types 1-7.";"PLDN, MUTED, CNO and DTNBP1 are involved in Hermansky-Pudlak syndrome (HPS), a genetic disorder characterized by hypopigmentation and platelet storage pool deficiency.";""
25;9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex;;Mouse;P30561,O08915,P07901,P11499;11622,11632,15519,15516;MI:0019- coimmunoprecipitation | MI:0030- cross-linking studies;1310021;32.01,34.11.03,70.03;"The authors propose that the AhR exists in cytosol as a tetrameric species, while in the nucleus the AhR exists as a heterodimer.";"";""
26;Bestrophin-protein phosphatase 2A complex;;Pig;Q8WMR7,(P67776,P11493),(P54612,P54613);397169,(397656,397136),(397088,397470);MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation;12058047;20.01.01.07.09,20.03.01.01,30.05.02.30,34.11.01,36.25.01.01,77.03.02.02;"The interaction of bestrophin and PP2A suggests that phosphorylation or dephosphorylation of bestrophin may act as the on/off switch for the light peak or modulate its amplitude or timing.";"";""
27;Arp2/3 protein complex;;Human;P61160,P61158,O15143,O15144,O15145,P59998,O15511;10097,10096,10095,10109,10094,10093,10092;MI:0027- cosedimentation | MI:0071- molecular sieving;9359840;16.01,42.04.03,70.03;"";"";""
28;Modulator;PA700-dependent proteasome activator;Bovine;Q3SZ81,Q2KIW6,Q3SZ19;508448,518637,513315;MI:0071- molecular sieving | MI:0226- ion exchange chromatography;8621709;14.13.01.01,16.19.03,18.01.07,18.02.01.01.03,70.03,70.10;"The modulator has no direct effect on the activity of the proteasome, but enhances PA700 activation of the proteasome by up to 8-fold. This activation is associated with the formation of a proteasome/PA700-containing complex that is significantly larger than that formed in its absence. Two of its proteins, p50 and p42, were also identified as components of PA700.";"";""
29;PA28gamma complex;;Human;P61289;10197;MI:0226- ion exchange chromatography | MI:0071- molecular sieving;9325261;14.13.01.01,16.01,18.01.07,18.02.01.01.03,70.03,70.10;"";"";"According to gel filtration chromatography experiments, the protein complex probably consists of seven identical subunits."
30;PA28 complex; 11S REG;Human;Q06323,Q9UL46;5720,5721;MI:0071- molecular sieving | MI:0226- ion exchange chromatography;9325261;14.13.01.01,18.01.07,18.02.01.01.03,70.03;"PA28 is a regulatory complex of the 20S proteasome. It acts as proteasome activator and stimulates cleavage after basic, acidic, and most hydrophobic residues in many peptides.";"";""
31;PA28 complex; 11S REG;Bovine;Q2KJE7,Q5E9G3;510041,509857;MI:0226- ion exchange chromatography;7989312;14.13.01.01,18.01.07,18.02.01.01.03,70.03;"PA28 is a regulatory complex of the 20S proteasome. It acts as proteasome activator and stimulates cleavage after basic, acidic, and most hydrophobic residues in many peptides.";"";""
32;PA700 complex; 19S complex;Human;P62191,P35998,P17980,P43686,P62195,P62333,Q99460,O75832,O00231,O00232,Q9UNM6,O00487,Q13200,O43242,P55036,Q16401,Q15008,P51665,P48556,O00233;5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715;MI:0226- ion exchange chromatography | MI:0071- molecular sieving;9148964;14.13.01.01,16.01,18.01.07,18.02.01.01.03,70.03;"The proteasome is an essential component of the ATP-dependent proteolytic pathway in eukaryotic cells and is responsible for the degradation of most cellular proteins (for reviews see PMID:8811196 and PMID:10872471). It contains a barrel-shaped proteolytic core complex (the 20S proteasome), and is capped at one or both ends by regulatory complexes like the 19S complex (PMID:11812135), modulator (PMID:8621709), PA28 (PMID:9325261) and PA28gamma (PMID:9325261). Interferon-gamma (IFN-gamma) alters the peptide-degrading specificity of proteasomes and produces an immunoproteasome responsible for accelerated processing of nonself endogenous antigens by inducing the replacement of subunits Psmb5, Psmb6 and Psmb7 by Psmb8, Psmb9 and Psmb10, respectively.";"";""
33;Prefoldin;;Human;O60925,Q9UHV9,Q9NQP4,Q99471,O15212,P61758;5201,5202,5203,5204,10471,7411;MI:0071- molecular sieving;14634002;14.01,16.01,42.04.03,42.04.05,70.03;"";"";""
34;Aqp4-Dag1-Dmd-Snta1 complex;;Rat;P47863,Q91XP6,Q498T0,(Q7TPH2,Q7TPH3,Q7TPH4);25293,114489,362242,(24907,24907,24907);MI:0019- coimmunoprecipitation;11717465;20.03.01,70.02,77.03.01.01.01;"The authors show that expression and subcellular localization of AQP4 depend on association with the dystrophin complex through a tSSV-PDZ-mediated interaction with alpha -syntrophin.";"";""
36;AP1 adaptor complex;;Human;Q10567,O43747,O75843,Q9BXS5,Q9Y6Q5,P61966,P56377,Q96PC3;162,164,8906,8907,10053,1174,8905,130340;MI:0018- two hybrid;9733768;14.04,20.09.07,20.09.07.25,20.09.18.09.01,42.09;"This adaptor-related complex participates in a transport step different from that of AP-1. It may function at some trafficking step in the complex pathways between the TGN and the cell surface.";"";""
37;CDH23-harmonin transmembrane complex;;Mouse;Q99PF4,Q9ES64;22295,72088;MI:0019- coimmunoprecipitation | MI:0096- pull down | MI:0018- two hybrid;12407180;36.25.01.03,43.03.23,73.03.23,77.03.02.01;"";"";""
38;20S proteasome; proteasome;Mouse;Q9R1P4,P49722,O70435,Q9R1P0,Q9Z2U1,Q9QUM9,Q9Z2U0,O09061,Q9R1P3,Q9R1P1,P99026,O55234,Q60692,P70195;26440,19166,19167,26441,26442,26443,26444,19170,26445,26446,19172,19173,19175,19177;MI:0019- coimmunoprecipitation;10436176;14.07.11,14.13.01.01,32.01,70.03,70.10;"The proteasome is an essential component of the ATP-dependent proteolytic pathway in eukaryotic cells and is responsible for the degradation of most cellular proteins (for reviews see PMID:8811196 and PMID:10872471). It contains a barrel-shaped proteolytic core complex (the 20S proteasome), and is capped at one or both ends by regulatory complexes like the 19S complex (PMID:11812135), modulator (PMID:8621709), PA28 (PMID:9325261) and PA28gamma (PMID:9325261). Interferon-gamma (IFN-gamma) alters the peptide-degrading specificity of proteasomes and produces an immunoproteasome responsible for accelerated processing of nonself endogenous antigens by inducing the replacement of subunits Psmb5, Psmb6 and Psmb7 by Psmb8, Psmb9 and Psmb10, respectively.";"";""
39;immunoproteasome;20S proteasome | proteasome;Mouse;Q9R1P4,P49722,O70435,Q9R1P0,Q9Z2U1,Q9QUM9,Q9Z2U0,O09061,O35955,Q9R1P3,Q9R1P1,P99026,P28063,P28076;26440,19166,19167,26441,26442,26443,26444,19170,19171,26445,26446,19172,16913,16912;MI:0019- coimmunoprecipitation;10436176;14.07.11,14.13.01.01,32.01,36.25.16.03.05,70.03,70.10;"The proteasome is an essential component of the ATP-dependent proteolytic pathway in eukaryotic cells and is responsible for the degradation of most cellular proteins (for reviews see PMID:8811196 and PMID:10872471). It contains a barrel-shaped proteolytic core complex (the 20S proteasome), and is capped at one or both ends by regulatory complexes like the 19S complex (PMID:11812135), modulator (PMID:8621709), PA28 (PMID:9325261) and PA28gamma (PMID:9325261). Interferon-gamma (IFN-gamma) alters the peptide-degrading specificity of proteasomes and produces an immunoproteasome responsible for accelerated processing of nonself endogenous antigens by inducing the replacement of subunits Psmb5, Psmb6 and Psmb7 by Psmb8, Psmb9 and Psmb10, respectively.";"";""
40;COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops7b, Cops8) ; signalosome | COP9 complex | CSN complex;Mouse;P61202,O88543,O88544,O35864,O88545,Q9CZ04,Q8BV13,Q8VBV7,Q99LD4;12848,26572,26891,26754,26893,26894,26895,108679,209318;MI:0019- coimmunoprecipitation;9707402;14.13.01,16.01,70.03,70.10;"";"";""
41;Mi-2/NuRD-MTA2 complex;;Human;P41182,Q13547,O95983,O94776,Q9BTC8;604,3065,53615,9219,57504;MI:0019- coimmunoprecipitation;15454082;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,43.03.07.02.01.01,70.10,77.03.05.03;"";"";""
42;CASK-MINT-VELI tripartite complex;;Rat;O35430,Q62915,(Q9Z250,Q9Z252,Q792I0);83589,29647,(85327,60377,60442);MI:0019- coimmunoprecipitation | MI:0096- pull down;9753324;14.10,20.09.16.09.05,34.03.01,34.07,70.06,77.03.01.01.01;"This complex acts as a nucleation site for the assembly of proteins involved in synaptic vesicle exocytosis and synaptic junctions.";"";""
43;Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant);;Human;Q96BI3,Q92542,P49768,Q9NZ42;51107,23385,5663,55851;MI:0029- cosedimentation through density gradients | MI:0007- anti tag coimmunoprecipitation;12740439;14.07.11,18.01.05,18.02.09,30.01.05.03,30.05.02.14,70.02,70.08;"Proteolytic cleavage within the hydrophobic transmembrane domains of Notch and APP are intimately associated with a multimeric gamma-secretase complex that contains the presenilin-1 or presenilin-2 and the membrane glycoprotein nicastrin. Three variants of APH1 (APH1A short, APH1A long and APH1B) as well as two presenillin variants (PSEN1 and PSEN2) allow the formation of six different gamma-secretase complexes.";"Gamma-secretase is causally implicated in Alzheimer's disease.";""
44;CASK-MINT complex;;Mouse;Q8BMF2,O70589;319924,12361;MI:0019- coimmunoprecipitation | MI:0096- pull down;9753324;14.10,20.09.16.09.05,77.03.01.01.01;"The interaction between CASK and Mint1 was resistant to salt concentrations of up to 3 M NaCl, indicating that binding is not purely electrostatic (PMID:9753324).";"";""
45;Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN variant);;Human;Q96BI3,Q92542,P49768,Q9NZ42;51107,23385,5663,55851;MI:0029- cosedimentation through density gradients | MI:0007- anti tag coimmunoprecipitation;15274632;14.07.11,18.01.05,18.02.09,30.01.05.03,30.05.02.14,70.02,70.08;"Proteolytic cleavage within the hydrophobic transmembrane domains of Notch and APP are intimately associated with a multimeric gamma-secretase complex that contains the presenilin-1 or presenilin-2 and the membrane glycoprotein nicastrin. Three variants of APH1 (APH1A short, APH1A long and APH1B) as well as two presenillin variants (PSEN1 and PSEN2) allow the formation of six different gamma-secretase complexes.";"Gamma-secretase is causally implicated in Alzheimer's disease.";""
46;AP2 adaptor complex;;Mammalia;P17427,P63010,P84092,P62743;11772,163,116563,232910;MI:0004- affinity chromatography technologies | MI:0114- x-ray crystallography;12086608;14.04,14.10,20.09.07,20.09.18.09.01,42.09;"";"";""
47;DNA polymerase alpha-primase complex;;Mouse;P33609,P33611,P20664,P33610;18968,18969,19075,19076;MI:0027- cosedimentation;8463324;10.01.03,70.10;"In growing mouse FM3A cells, the transcripts of the four subunits are present throughout the cell cycle and increase slightly prior to the S phase.";"";""
48;RGS7-Gbeta5-Galphaq complex;;Mammalia;P21279,P62881,O46470;14682,14697,281452;MI:0055- fluorescent resonance energy transfer;12670932;30.01.05.05;"";"";"For the FRET experiments the authors used murine Gbeta5, bovine RGS7, and murine Galphaq."
49;DNMT3B complex;;Human;Q9UBC3,Q13547,O95239,Q96ST3,O60264,O95347,Q9NTJ3;1789,3065,24137,25942,8467,10592,10051;MI:0019- coimmunoprecipitation;15148359;10.01.09.01,10.01.09.05,10.03.01.01.11,10.03.04.05,42.10.03,70.10.03;"";"";""
50;Rab5 GDP/GTP exchange factor complex;;Mouse;O35551,Q9JM13;54189,56715;MI:0019- coimmunoprecipitation | MI:0029- cosedimentation through density gradients;9323142;20.09.18.09.01;"This complex is essential for endocytic membrane fusion.";"";""
51;CCT micro-complex;;Mouse;P11983,P80314,P80318,P80315,P80316,P80317,P80313,P42932;21454,12461,12462,12464,12465,12466,12468,12469;MI:0029- cosedimentation through density gradients;9250675;14.01,16.01,16.19.03,70.03;"The chaperonins are a family of molecular chaperones involved in protein folding, assembly and transport. The chaperonin-containing TCP-1 (CCT) is abundant in eukaryotic cytosol. CCT micro-complexes have mol. wts ranging from 120 to 250 kDa and are present in cells at lower abundance (<5%) as compared with intact CCT. Sequence analysis of the TriC subunits was shown in PMID:2377466, PMID:7953530 and PMID:7890169.";"";""
52;CCT complex (chaperonin containing TCP1 complex); TRiC;Mouse;P11983,P80314,P80318,P80315,P80316,P80317,P80313,P42932;21454,12461,12462,12464,12465,12466,12468,12469;MI:0029- cosedimentation through density gradients | MI:0091- chromatography technologies;9013858;14.01,16.01,16.19.03,70.03;"The chaperonins are a family of molecular chaperones involved in protein folding, assembly and transport. The chaperonin-containing TCP-1 (CCT) is abundant in eukaryotic cytosol. The gene product of Cct6b has only been detected in testis, whereas the other Cctz gene, Cctz-1, is expressed in all tissues investigated. Sequence analysis of the TriC subunits was shown in PMID:9013858, PMID:2377466, PMID:7953530 and PMID:7890169.";"";""
53;Gbeta5-rgs7 complex;;Rat;P62882,P49803;83579,54296;MI:0006- anti bait coimmunoprecipitation;10723068;30.01.05.05,77.03.01.01.01;"The authors demonstrated the presence of the heterodimeric RGS7/Gb5 complex throughout many areas of the adult rat brain, with a role as yet undefined on the dynamics of typical Gbg-mediated neuronal pathway activation/desensitization mechanisms.";"";""
54;SIN3 complex; Histone deacetylase complex;Human;Q13547,Q92769,Q09028,Q16576,O00422,O75446,Q96ST3;3065,3066,5928,5931,10284,8819,25942;MI:0004- affinity chromatography technologies;9150135;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"";"";""
55;HDAC4-ERK1 complex;;Human;P56524,P27361;9759,5595;MI:0007- anti tag coimmunoprecipitation;11114188;10.01.09.05,11.02.03.04,30.01.05.01.03,42.10.03,70.10;"ERK1 activity links the Ras-MAPK signal transduction pathway to a mechanism for chromatin remodeling (i.e., histone deacetylation).";"";""
56;Elongin (SIII) complex;;Rat;P83941,P62870,Q63187;64525,81807,25562;MI:0227- reverse phase chromatography;8244996;11.02.03.01.04,11.02.03.04.01,18.01.07,18.02.01.01,70.10;"The elongin (SIII) complex strongly stimulates the rate of elongation by RNA polymerase II by suppressing transient pausing by polymerase at many sites along the DNA. In mammals, elongin is a trimeric complex. Elongin A is the catalytic subunit. Elongins B and C form a binary complex that is capable of enhancing the transcriptional activity of elongin A.";"";""
57;HDAC4-ERK2 complex;;Human;P56524,P28482;9759,5594;MI:0007- anti tag coimmunoprecipitation;11114188;10.01.09.05,11.02.03.04,30.01.05.01.03,42.10.03,70.10;"";"";""
58;SMRT complex;;Human;Q13227,O15379,Q9Y618,O60907,Q9BZK7;2874,8841,9612,6907,79718;MI:0019- coimmunoprecipitation | MI:0004- affinity chromatography technologies;12628926;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"IR10, a subunit of the N-CoR complex, does not associate with SMRT (NCOR2).";"";""
59;AP3 adapter complex;;Human;O00203,Q13367,O14617,Q9Y2T2,P53677,Q92572,P59780;8546,8120,8943,26985,10947,1176,10239;MI:0019- coimmunoprecipitation;9151686;14.04,20.09.07.06,20.09.18.09.01,70.25;"";"";""
60;Interferon-stimulated gene factor 3 transcription complex ISGF3;;Human;Q00978,P42224,P52630;10379,6772,6773;MI:0004- affinity chromatography technologies;8943351;11.02.03.04,70.10;"The p48 and Stat1:2 heterodimer do not associate stably in the absence of DNA.";"";""
61;Mi2/NuRD complex; Mi2-beta-histone deacetylase complex;Human;Q14839,Q13547,Q92769,O95983,O94776,Q09028,Q16576;1108,3065,3066,53615,9219,5928,5931;MI:0004- affinity chromatography technologies;9790534;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,42.10.03,70.10;"";"Dermatomyositis, cancer (PMID:9790534)";""
62;MeCP1 complex; Mi2/NuRD-MBD2 complex;Human;Q14839,Q13547,Q92769,Q9UBB5,O95983,O94776,Q09028,Q16576;1108,3065,3066,8932,53615,9219,5928,5931;MI:0096- pull down;10444591;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,16.03.01,42.10.03,70.10;"MeCP1 protein complex represses transcription through preferential binding, remodeling, and deacetylation of methylated nucleosomes. ";"CHD4 is involved in dermatomyositis (PMID:9790534).";""
63;Mitotic 14S cohesin 1 complex;;Human;O60216,Q14683,Q9UQE7,Q8WVM7;5885,8243,9126,10274;MI:0019- coimmunoprecipitation;11076961;10.03.01.01.11,10.03.04.05,42.10.03,70.10.03;"The results suggest that vertebrate cohesins are regulated by a novel prophase pathway which is distinct from the APC pathway that controls cohesins in yeast.";"";""
64;Mitotic 14S cohesin 2 complex;;Human;O60216,Q14683,Q9UQE7,Q8N3U4;5885,8243,9126,10735;MI:0019- coimmunoprecipitation;11076961;10.03.01.01.11,42.10.03,70.10;"";"";""
65;Multiprotein trafficking complex; SAP97-CASK-VELI-MINT1 complex;Rat;O35430,Q62915,Q62696,P52188,Q792I0;83589,29647,25252,117052,60442;MI:0019- coimmunoprecipitation | MI:0096- pull down;14960569;20.01.01.01,20.03.01,34.03,77.03.01.01.01;"This macromolecular complex participates in trafficking and plasma membrane localization of Kir2 channels (PMID:14960569).";"";""
66;TRAP complex; thyroid hormone receptor-associated protein complex;Human;Q15648,Q93074,O60244,Q9Y2X0,Q9NVC6,O75448,P10827,Q9Y2W1;5469,9968,9282,10025,9440,9862,7067,9967;MI:0004- affinity chromatography technologies | MI:0047- far western blotting;8710870;11.02.03.04.01,18.02.07,30.01.09.08,30.01.11,70.10;"The human thyroid hormone receptor-associated protein (TRAP) complex is a coactivator for nuclear receptors. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.";"";""
67;AP4 adaptor complex;;Human;Q9Y6B7,Q9UPM8,O00189,Q9Y587;10717,23431,9179,11154;MI:0019- coimmunoprecipitation | MI:0019- coimmunoprecipitation;10436028;14.04,16.01,20.09.07.06,20.09.18.09.01,42.09,70.08,70.09;"Adaptor protein complexes (APs) function as vesicle coat components in different membrane traffic pathways.";"";""
68;BCDX2 complex; RAD51B-RAD51C-RAD51D-XRCC2 complex;Human;O43502,O15315,O75771,O43543;5889,5890,5892,7516;MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation | MI:0027- cosedimentation;15141025;10.01.05.01,10.01.05.03,16.03.01,16.19.03,32.01.09,70.10;"";"";""
69;ApoB RNA editing enzyme complex;;Rat;Q923K9,P38483,Q99PF5;170912,25383,171137;MI:0004- affinity chromatography technologies;10781591;11.06.03.01,16.03.03,77.03.11.07;"In rat liver, ASP is apparently associated with KSRP, which may confer stability to the editing enzyme-complex with its substrate apoB RNA serving as an additional auxiliary component.";"";""
70;CLIC4 complex;;Rat;P60711,P07335,Q9Z0W7,P39052,P68370,P62260,P63102;81822,24264,83718,25751,64158,29753,25578;MI:0019- coimmunoprecipitation | MI:0004- affinity chromatography technologies | MI:0069- mass spectrometry studies of complexes | MI:0096- pull down;11563969;20.01.01.07,20.03.01.01,34.01,42.27.03;"";"";""
71;MRN complex (MRE11-RAD50-NBS1 complex);;Human;P49959,O60934,Q92878;4361,4683,10111;MI:0006- anti bait coimmunoprecipitation;10612394;01.03.16.03,10.01.05.01,10.03.01.03,32.01.09,70.10;"The implication of hMre11/hRad50/p95 protein complex in NBS reveals a direct molecular link between DSB repair and cell cycle checkpoint functions.";"Rad50-MRE11-p95 protein complex is involved in Nijmegen breakage syndrome.";""
72;R/M complex (RAD50-MRE11 complex);;Human;P49959,Q92878;4361,10111;MI:0071- molecular sieving;9651580;01.03.16.03,10.01.05.01,16.03.01,32.01.09,42.10.03,70.10;"Mre11 by itself has 3' to 5' exonuclease activity that is increased when Mre11 is in a complex with Rad50.";"";""
73;MRN complex (MRE11-RAD50-NBN complex);;Human;P49959,O60934,Q92878;4361,4683,10111;MI:0071- molecular sieving | MI:0413- electrophoretic mobility shift assay;10346816;01.03.16.03,10.01.05.01,10.03.01.03,16.03.01,32.01.09,70.10;"On nonhairpin DNA ends, ATP controls a switch in endonuclease specificity that allows Mre11/Rad50/Nbs1 to cleave a 3'-protruding strand at a double-/single-strand transition.";"";""
74;TRPC1-Homer3-IP3R complex;;Mammalia;Q9Z2X5,Q14643,P48995;29548,3708,7220;MI:0019- coimmunoprecipitation;14505576;20.01.01.01,20.03.01.01,30.05.02.30;"The authors demonstrate that the adaptor protein, termed Homer, facilitates a physical association between TRPC1 and the IP(3)R that is required for the TRP channel to respond to signals.";"";""
75;TSC1-TSC2 complex;;Human;Q92574,P49815;7248,7249;MI:0007- anti tag coimmunoprecipitation;14651849;12.07,14.07.03;"TSC1 and TSC2 form a functional complex and inhibit the phosphorylation of S6K and 4EBP1, two key regulators of translation.";"";""
76;Cytoplasmic dynein complex;;Rat;P63036,P38650,Q63100,Q62871,Q9QXU8,Q9JJ79,P63170,P62628,Q9Z336;65028,29489,29564,116659,252902,65209,58945,170714,83462;MI:0004- affinity chromatography technologies | MI:0027- cosedimentation | MI:0019- coimmunoprecipitation;9790665;02.45.11,16.01,20.09.14,20.09.18.09.01;"Cytoplasmic dynein  is involved in functions as diverse as spindle-pole organization and nuclear migration during mitosis, the positioning and functioning of the endoplasmic reticulum, the Golgi apparatus, and the nucleus, and also the minus-end-directed transport of vesicles, including endosomes and lysosomes, along microtubules and retrograde axonal transport in neurons (PMID:16440056).";"";""
77;nNos-Capon-Dexras1 complex;;Mouse;Q9Z0J4,Q9D3A8,O35626;18125,70729,19416;MI:0004- affinity chromatography technologies;11086993;30.01.09.01,70.03,77.03.01.01.01;"The authors describe that CAPON enhances nNOS-mediated activation of Dexras1 through the ternary complex whereby CAPON links nNOS to Dexras1.";"";""
78;nNos-Capon-Dexras1 complex;;Rat;P29476,O54960,Q9JKF8;24598,192363,64455;MI:0096- pull down;11086993;30.01.09.01,70.03,77.03.01.01.01;"The authors describe that CAPON enhances nNOS-mediated activation of Dexras1 through the ternary complex whereby CAPON links nNOS to Dexras1.";"";""
79;nNos-Capon-Syn1 complex;;Rat;P29476,O54960,P09951;24598,192363,24949;MI:0096- pull down;11867766;30.01.09.01,77.03.01.01.01;"CAPON has  been found to function as an adapter protein linking nNOS to specific targets such as Dexras1 and synapsins. The results suggest a mechanism for specific actions of NO at presynaptic sites.";"";""
