###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 12/08/2016 12:58:36 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0051674	localization of cell	1	9.45	1.80e-14	9.82e-13	44|193|229|3527	PF00019;PF00024;PF00045;PF00052;PF00053;PF00055;PF00057;PF00130;PF00226;PF00241;PF00341;PF00397;PF00413;PF00435;PF00514;PF00594;PF00611;PF00612;PF00618;PF00640;PF00684;PF00688;PF00757;PF00778;PF01030;PF01064;PF01403;PF01437;PF01833;PF02148;PF02185;PF02214;PF03607;PF06297;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF10409;PF12348;PF13855;PF14429
Group	GO:0043412	macromolecule modification	1	8.47	2.50e-14	1.09e-12	76|193|602|3527	PF00019;PF00025;PF00027;PF00076;PF00130;PF00134;PF00169;PF00179;PF00240;PF00254;PF00341;PF00397;PF00400;PF00415;PF00514;PF00581;PF00583;PF00594;PF00611;PF00622;PF00640;PF00643;PF00651;PF00688;PF00757;PF00780;PF00786;PF00899;PF00989;PF01030;PF01064;PF01585;PF01753;PF02148;PF02177;PF02185;PF02201;PF02214;PF02225;PF02709;PF02825;PF02845;PF03133;PF03165;PF03256;PF03607;PF04055;PF04762;PF04810;PF05033;PF05773;PF06325;PF07645;PF07653;PF07679;PF07707;PF07719;PF08210;PF10277;PF10409;PF11717;PF12697;PF12796;PF12895;PF12906;PF12924;PF13091;PF13344;PF13646;PF13733;PF13831;PF13832;PF13855;PF13920;PF13964;PF14324
Group	GO:0065008	regulation of biological quality	1	8.44	2.36e-14	1.09e-12	78|193|628|3527	PF00019;PF00024;PF00025;PF00027;PF00057;PF00076;PF00082;PF00093;PF00122;PF00130;PF00153;PF00169;PF00240;PF00241;PF00254;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00583;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00786;PF01064;PF01217;PF01336;PF01403;PF01417;PF01437;PF01477;PF01496;PF01553;PF01699;PF01843;PF02145;PF02148;PF02177;PF02181;PF02214;PF02218;PF02225;PF03165;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF07707;PF08246;PF10409;PF12171;PF12348;PF12756;PF12763;PF12796;PF12924;PF13246;PF13716;PF13855;PF13903;PF14429
Group	GO:0051641	cellular localization	1	8.53	5.31e-14	2.04e-12	67|193|494|3527	PF00019;PF00025;PF00027;PF00053;PF00076;PF00122;PF00130;PF00153;PF00169;PF00179;PF00226;PF00240;PF00341;PF00350;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00786;PF00989;PF01217;PF01403;PF01417;PF01465;PF01843;PF02145;PF02177;PF02181;PF03810;PF04144;PF04695;PF04810;PF07645;PF07653;PF07679;PF07707;PF07719;PF08389;PF09324;PF12171;PF12348;PF12473;PF12756;PF12763;PF12783;PF12796;PF12924;PF13246;PF13385;PF13855;PF13920
Group	GO:0007399	nervous system development	1	8.50	1.95e-13	7.09e-12	58|193|397|3527	PF00019;PF00024;PF00025;PF00052;PF00053;PF00055;PF00057;PF00122;PF00130;PF00169;PF00254;PF00341;PF00397;PF00400;PF00415;PF00435;PF00452;PF00514;PF00610;PF00611;PF00612;PF00618;PF00640;PF00651;PF00688;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01403;PF01437;PF01833;PF02145;PF02148;PF02177;PF02181;PF02377;PF03165;PF03607;PF06367;PF06371;PF07525;PF07645;PF07653;PF07679;PF10409;PF12348;PF12796;PF12924;PF13385;PF13716;PF13855;PF13903;PF14324
Group	GO:0019538	protein metabolic process	1	7.81	2.46e-13	8.47e-12	93|193|869|3527	PF00019;PF00025;PF00027;PF00040;PF00045;PF00057;PF00076;PF00082;PF00122;PF00130;PF00133;PF00134;PF00169;PF00179;PF00226;PF00240;PF00254;PF00341;PF00397;PF00400;PF00413;PF00415;PF00452;PF00514;PF00581;PF00583;PF00594;PF00611;PF00612;PF00622;PF00640;PF00643;PF00651;PF00684;PF00688;PF00702;PF00757;PF00780;PF00786;PF00789;PF00899;PF00989;PF01030;PF01064;PF01336;PF01546;PF01753;PF02148;PF02177;PF02185;PF02201;PF02214;PF02225;PF02709;PF02825;PF02845;PF03133;PF03165;PF03256;PF03607;PF04055;PF04137;PF04810;PF05033;PF05773;PF06325;PF07645;PF07653;PF07679;PF07687;PF07707;PF07719;PF08246;PF08662;PF09409;PF10277;PF10409;PF11717;PF12697;PF12796;PF12895;PF12906;PF12924;PF13344;PF13589;PF13646;PF13733;PF13831;PF13832;PF13855;PF13920;PF13964;PF14324
Group	GO:0040011	locomotion	1	8.58	2.61e-13	8.53e-12	53|193|342|3527	PF00019;PF00024;PF00045;PF00052;PF00053;PF00055;PF00057;PF00098;PF00130;PF00169;PF00226;PF00241;PF00341;PF00397;PF00413;PF00435;PF00514;PF00594;PF00611;PF00612;PF00618;PF00640;PF00651;PF00684;PF00688;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01403;PF01437;PF01833;PF02145;PF02148;PF02177;PF02185;PF02214;PF03165;PF03607;PF06297;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF10409;PF12348;PF12924;PF13855;PF14429
Group	GO:0051239	regulation of multicellular organismal process	1	8.33	2.76e-13	8.57e-12	62|193|448|3527	PF00019;PF00024;PF00025;PF00027;PF00076;PF00093;PF00122;PF00130;PF00169;PF00240;PF00254;PF00341;PF00400;PF00435;PF00452;PF00514;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00688;PF00689;PF00690;PF00702;PF00778;PF00780;PF00786;PF00969;PF01064;PF01403;PF01417;PF01437;PF01699;PF01753;PF01833;PF01843;PF02177;PF02181;PF02214;PF02377;PF03165;PF03226;PF04055;PF04144;PF06367;PF06371;PF07525;PF07645;PF07653;PF07679;PF08246;PF10409;PF12763;PF12796;PF12924;PF13716;PF13855
Group	GO:0009790	embryo development	1	8.67	2.99e-13	8.88e-12	49|193|299|3527	PF00019;PF00025;PF00052;PF00053;PF00057;PF00076;PF00093;PF00122;PF00130;PF00133;PF00134;PF00169;PF00341;PF00388;PF00400;PF00435;PF00452;PF00514;PF00583;PF00610;PF00612;PF00622;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00786;PF00989;PF01030;PF01064;PF01403;PF01417;PF01843;PF02145;PF02185;PF02377;PF03165;PF05033;PF06297;PF07525;PF07645;PF07653;PF07679;PF12796;PF13091
Group	GO:0032990	cell part morphogenesis	1	8.92	4.83e-13	1.37e-11	40|193|210|3527	PF00024;PF00025;PF00052;PF00053;PF00055;PF00130;PF00169;PF00397;PF00400;PF00415;PF00435;PF00514;PF00581;PF00611;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01403;PF01437;PF01833;PF02148;PF02177;PF02377;PF03133;PF03165;PF03607;PF07645;PF07653;PF07679;PF07719;PF12348;PF12796;PF12924;PF13716;PF13855
Group	GO:0007154	cell communication	1	7.87	5.41e-13	1.47e-11	80|193|691|3527	PF00019;PF00025;PF00027;PF00057;PF00076;PF00082;PF00098;PF00122;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00683;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00899;PF00969;PF00989;PF01030;PF01064;PF01217;PF01370;PF01403;PF01417;PF01437;PF01465;PF01833;PF01843;PF02140;PF02145;PF02177;PF02185;PF02214;PF02377;PF02759;PF02825;PF03165;PF05773;PF05790;PF07525;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF10277;PF10409;PF12473;PF12763;PF12796;PF12924;PF13716;PF13855
Group	GO:0023052	signaling	1	7.75	1.52e-12	3.98e-11	76|193|648|3527	PF00019;PF00025;PF00027;PF00057;PF00076;PF00098;PF00122;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00683;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00969;PF00989;PF01030;PF01064;PF01217;PF01370;PF01403;PF01417;PF01437;PF01465;PF01833;PF01843;PF02140;PF02145;PF02177;PF02185;PF02214;PF02377;PF02759;PF02825;PF03165;PF05790;PF07525;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF10277;PF10409;PF12473;PF12763;PF12796;PF12924;PF13716;PF13855
Group	GO:0050793	regulation of developmental process	1	8.09	1.78e-12	4.48e-11	57|193|405|3527	PF00019;PF00024;PF00025;PF00057;PF00076;PF00093;PF00098;PF00130;PF00134;PF00169;PF00179;PF00241;PF00254;PF00341;PF00400;PF00435;PF00452;PF00514;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00688;PF00778;PF00780;PF00786;PF01064;PF01403;PF01417;PF01437;PF01753;PF01833;PF01843;PF02177;PF02181;PF02185;PF02377;PF03165;PF03226;PF06367;PF06371;PF07525;PF07645;PF07679;PF08246;PF10409;PF12763;PF12796;PF12906;PF12924;PF13716;PF13855
Group	GO:0000902	cell morphogenesis	1	8.28	4.15e-12	1.00e-10	44|193|265|3527	PF00019;PF00024;PF00025;PF00052;PF00053;PF00055;PF00130;PF00169;PF00397;PF00400;PF00415;PF00435;PF00514;PF00581;PF00611;PF00640;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF01030;PF01064;PF01403;PF01437;PF01833;PF01843;PF02148;PF02177;PF02377;PF03133;PF03165;PF03607;PF06920;PF07645;PF07653;PF07679;PF07719;PF12348;PF12796;PF12924;PF13716;PF13855
Group	GO:0042221	response to chemical stimulus	1	7.29	2.87e-11	6.45e-10	71|193|615|3527	PF00019;PF00027;PF00040;PF00045;PF00052;PF00053;PF00055;PF00057;PF00076;PF00093;PF00098;PF00122;PF00130;PF00134;PF00153;PF00169;PF00179;PF00226;PF00240;PF00341;PF00388;PF00397;PF00400;PF00413;PF00435;PF00452;PF00514;PF00583;PF00594;PF00612;PF00622;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00969;PF00989;PF01030;PF01064;PF01370;PF01403;PF01437;PF01833;PF01909;PF02145;PF02148;PF02177;PF02218;PF03165;PF06920;PF07525;PF07645;PF07653;PF07679;PF07719;PF08246;PF08416;PF10409;PF10421;PF12348;PF12796;PF12924;PF13716;PF13855;PF14429
Group	GO:0009605	response to external stimulus	1	7.61	5.28e-11	1.11e-09	48|193|330|3527	PF00019;PF00027;PF00052;PF00053;PF00055;PF00076;PF00082;PF00098;PF00122;PF00341;PF00397;PF00400;PF00435;PF00594;PF00612;PF00618;PF00622;PF00640;PF00651;PF00688;PF00689;PF00690;PF00702;PF00778;PF00780;PF00786;PF00899;PF00969;PF01064;PF01403;PF01437;PF01833;PF02145;PF02148;PF02177;PF03165;PF05773;PF06920;PF07645;PF07679;PF08246;PF10409;PF12348;PF12796;PF12924;PF13091;PF13855;PF14429
Group	GO:0080090	regulation of primary metabolic process	1	6.87	8.61e-11	1.70e-09	87|193|861|3527	PF00019;PF00024;PF00027;PF00057;PF00076;PF00098;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00389;PF00397;PF00400;PF00415;PF00435;PF00452;PF00514;PF00581;PF00594;PF00610;PF00611;PF00612;PF00618;PF00640;PF00643;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF00789;PF00899;PF00989;PF01030;PF01064;PF01335;PF01336;PF01352;PF01403;PF01437;PF01585;PF01753;PF01833;PF02145;PF02148;PF02177;PF02201;PF02218;PF02377;PF02826;PF02845;PF03165;PF04055;PF04762;PF05033;PF05773;PF06920;PF07525;PF07528;PF07645;PF07653;PF07679;PF07719;PF08210;PF08662;PF08711;PF09816;PF11717;PF12171;PF12697;PF12756;PF12763;PF12796;PF12895;PF12924;PF13716;PF13831;PF13832;PF13854;PF13855;PF13920;PF14324;PF14429
Group	GO:0031323	regulation of cellular metabolic process	1	6.80	1.28e-10	2.46e-09	87|193|867|3527	PF00019;PF00027;PF00057;PF00076;PF00098;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00254;PF00341;PF00389;PF00397;PF00400;PF00415;PF00435;PF00452;PF00514;PF00581;PF00594;PF00610;PF00611;PF00612;PF00618;PF00640;PF00643;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF00789;PF00899;PF00989;PF01030;PF01064;PF01336;PF01352;PF01403;PF01437;PF01477;PF01585;PF01753;PF01833;PF02145;PF02148;PF02177;PF02201;PF02218;PF02377;PF02826;PF02845;PF03165;PF04055;PF04762;PF05033;PF05773;PF06920;PF07525;PF07528;PF07645;PF07653;PF07679;PF07719;PF08210;PF08662;PF08711;PF09816;PF11717;PF12171;PF12697;PF12756;PF12763;PF12796;PF12895;PF12924;PF13716;PF13831;PF13832;PF13854;PF13855;PF13920;PF14324;PF14429
Group	GO:0000003	reproduction	1	7.25	1.51e-10	2.76e-09	54|193|412|3527	PF00019;PF00045;PF00053;PF00055;PF00076;PF00098;PF00122;PF00130;PF00134;PF00169;PF00179;PF00188;PF00226;PF00240;PF00350;PF00388;PF00400;PF00413;PF00435;PF00452;PF00514;PF00612;PF00618;PF00622;PF00651;PF00684;PF00688;PF00702;PF00757;PF00780;PF00786;PF00989;PF01030;PF01064;PF01335;PF01465;PF01553;PF01753;PF02177;PF02181;PF03165;PF05033;PF06325;PF07525;PF07653;PF07679;PF09335;PF12478;PF12796;PF12924;PF13091;PF13589;PF13855;PF13920
Group	GO:0051716	cellular response to stimulus	1	6.63	3.73e-10	5.95e-09	85|193|853|3527	PF00019;PF00025;PF00027;PF00040;PF00057;PF00076;PF00082;PF00093;PF00098;PF00122;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00583;PF00594;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00643;PF00651;PF00683;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF00786;PF00899;PF00969;PF00989;PF01030;PF01064;PF01336;PF01370;PF01403;PF01417;PF01437;PF01833;PF01843;PF01909;PF02140;PF02145;PF02177;PF02185;PF02377;PF02759;PF02825;PF03165;PF05773;PF05790;PF07525;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF10277;PF10409;PF10421;PF11717;PF12763;PF12796;PF12924;PF13589;PF13716;PF13855;PF14324
Group	GO:0060255	regulation of macromolecule metabolic process	1	6.62	3.68e-10	5.95e-09	86|193|868|3527	PF00019;PF00024;PF00027;PF00057;PF00076;PF00098;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00389;PF00397;PF00400;PF00415;PF00435;PF00452;PF00514;PF00581;PF00594;PF00610;PF00640;PF00643;PF00651;PF00688;PF00757;PF00778;PF00780;PF00786;PF00789;PF00899;PF00989;PF01030;PF01064;PF01335;PF01336;PF01352;PF01403;PF01437;PF01477;PF01585;PF01753;PF01833;PF02145;PF02148;PF02177;PF02201;PF02218;PF02377;PF02826;PF02845;PF03165;PF04055;PF04762;PF05033;PF05773;PF06325;PF07525;PF07528;PF07645;PF07653;PF07679;PF07719;PF08210;PF08246;PF08662;PF08711;PF09816;PF10409;PF11717;PF12171;PF12756;PF12763;PF12796;PF12895;PF12924;PF13091;PF13716;PF13831;PF13832;PF13854;PF13855;PF13920;PF14324
Group	GO:0007163	establishment or maintenance of cell polarity	1	7.21	2.53e-08	2.85e-07	20|193|88|3527	PF00052;PF00053;PF00057;PF00130;PF00169;PF00400;PF00435;PF00610;PF00612;PF00651;PF00778;PF00786;PF01843;PF02181;PF06367;PF06371;PF07653;PF07679;PF12348;PF13855
Group	GO:0006950	response to stress	1	5.76	5.72e-08	6.02e-07	70|193|709|3527	PF00019;PF00024;PF00027;PF00040;PF00045;PF00057;PF00076;PF00082;PF00093;PF00098;PF00122;PF00130;PF00134;PF00169;PF00179;PF00226;PF00240;PF00341;PF00350;PF00400;PF00413;PF00435;PF00452;PF00581;PF00594;PF00618;PF00622;PF00640;PF00643;PF00651;PF00684;PF00688;PF00689;PF00690;PF00702;PF00757;PF00780;PF00786;PF00899;PF00969;PF00989;PF01030;PF01336;PF01476;PF01477;PF01833;PF01843;PF01909;PF02145;PF02177;PF04055;PF05773;PF05790;PF06920;PF07534;PF07645;PF07653;PF07679;PF08246;PF10277;PF10409;PF10421;PF11717;PF12697;PF12924;PF13589;PF13716;PF13855;PF14324;PF14429
Group	GO:0051234	establishment of localization	1	5.52	1.45e-07	1.42e-06	74|193|785|3527	PF00019;PF00025;PF00027;PF00040;PF00053;PF00057;PF00076;PF00122;PF00130;PF00153;PF00169;PF00179;PF00226;PF00241;PF00254;PF00341;PF00350;PF00388;PF00397;PF00400;PF00435;PF00452;PF00514;PF00581;PF00610;PF00611;PF00612;PF00618;PF00622;PF00640;PF00651;PF00683;PF00688;PF00689;PF00690;PF00702;PF00780;PF00989;PF01064;PF01217;PF01417;PF01465;PF01477;PF01496;PF01553;PF01699;PF01833;PF01843;PF02145;PF02177;PF02214;PF02225;PF03810;PF04144;PF04695;PF04810;PF06472;PF07645;PF07653;PF07679;PF07707;PF07719;PF08246;PF08389;PF09324;PF10277;PF12473;PF12763;PF12783;PF12796;PF12924;PF13246;PF13385;PF13855
