Gene	Symbol	NormalTranscript	TumorTranscript	What	Feature	normalReps	tumorReps	nMacroScore	nMicroScore	nJaccard	tMacroScore	tMicroScore	tJaccard
274	BIN1	uc002toa.1	uc010yzf.1	Nothing	PS51021|BAR_BAR_domain_profile.	1/1	1/1	0.00462962962963	0.0344827586207	0.00409836065574	0.00462962962963	0.2	0.00454545454545
274	BIN1	uc002toa.1	uc010yzf.1	Nothing	PS50002|SH3_Src_homology_3_(SH3)_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
274	BIN1	uc002toa.1	uc002tnx.1	Gained_in_tumor	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/0	1/1	NA	NA	NA	0.928571428571	0.866666666667	0.8125
274	BIN1	uc002toa.1	uc002tnx.1	Lost_in_tumor	PS50099|PRO_RICH_Proline-rich_region_profile.	1/1	1/0	0.25	0.302325581395	0.158536585366	NA	NA	NA
274	BIN1	uc002toa.1	uc002tnx.1	Nothing	PS51021|BAR_BAR_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
274	BIN1	uc002toa.1	uc002tnx.1	Nothing	PS50002|SH3_Src_homology_3_(SH3)_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
274	BIN1	uc002toa.1	uc002tob.1	Lost_in_tumor	PS50099|PRO_RICH_Proline-rich_region_profile.	1/1	1/0	0.25	0.302325581395	0.158536585366	NA	NA	NA
274	BIN1	uc002toa.1	uc002tob.1	Nothing	PS51021|BAR_BAR_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
274	BIN1	uc002toa.1	uc002tob.1	Nothing	PS50002|SH3_Src_homology_3_(SH3)_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
63027	SLC22A23	uc003mvo.3	uc003mvm.3	Gained_in_tumor	PS50850|MFS_Major_facilitator_superfamily_(MFS)_profile.	1/0	1/1	NA	NA	NA	1.0	0.502915451895	0.502915451895
5986	RFNG	uc002kdj.2	uc002kdh.2	Lost_in_tumor	PS50099|PRO_RICH_Proline-rich_region_profile.	1/1	1/0	1.0	0.144186046512	0.144186046512	NA	NA	NA
114789	SLC25A25	uc004bte.2	uc004btc.2	Nothing	PS50920|SOLCAR_Solute_carrier_(Solcar)_repeat_profile.	1/3	1/3	0.0	NA	0.0	0.0	NA	0.0
114789	SLC25A25	uc004bte.2	uc004btc.2	Nothing	PS50920|SOLCAR_Solute_carrier_(Solcar)_repeat_profile.	2/3	2/3	0.0	NA	0.0	0.0	NA	0.0
114789	SLC25A25	uc004bte.2	uc004btc.2	Nothing	PS50920|SOLCAR_Solute_carrier_(Solcar)_repeat_profile.	3/3	3/3	0.0	NA	0.0	0.0	NA	0.0
114789	SLC25A25	uc004bte.2	uc004btc.2	Nothing	PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
114789	SLC25A25	uc004bte.2	uc004btc.2	Nothing	PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	2/2	2/2	0.0	NA	0.0	0.0	NA	0.0
23309	SIN3B	uc002nex.2	uc002new.2	Nothing	PS51477|PAH_PAH_domain_profile.	1/3	1/2	0.0	NA	0.0	0.0	NA	0.0
23309	SIN3B	uc002nex.2	uc002new.2	Nothing	PS51477|PAH_PAH_domain_profile.	2/3	2/2	0.0	NA	0.0	0.457142857143	0.470588235294	0.301886792453
23309	SIN3B	uc002nex.2	uc002new.2	Lost_in_tumor	PS51477|PAH_PAH_domain_profile.	3/3	3/2	0.194805194805	0.104166666667	0.0728155339806	NA	NA	NA
23309	SIN3B	uc010eaj.1	uc002new.2	Gained_in_tumor	PS51477|PAH_PAH_domain_profile.	1/0	1/2	NA	NA	NA	1.0	0.198300283286	0.198300283286
23309	SIN3B	uc010eaj.1	uc002new.2	Gained_in_tumor	PS51477|PAH_PAH_domain_profile.	2/0	2/2	NA	NA	NA	1.0	0.240793201133	0.240793201133
23309	SIN3B	uc010xpi.1	uc002new.2	Gained_in_tumor	PS51477|PAH_PAH_domain_profile.	1/0	1/2	NA	NA	NA	1.0	0.198300283286	0.198300283286
23309	SIN3B	uc010xpi.1	uc002new.2	Gained_in_tumor	PS51477|PAH_PAH_domain_profile.	2/0	2/2	NA	NA	NA	1.0	0.240793201133	0.240793201133
26027	ACOT11	uc001cxl.1	uc001cxj.1	Nothing	PS50848|START_START_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
26027	ACOT11	uc001cxm.1	uc001cxj.1	Nothing	PS50848|START_START_domain_profile.	1/1	1/1	0.0	NA	0.0	0.173410404624	0.588235294118	0.154639175258
22873	DZIP1	uc001vmk.2	uc001vmj.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/1	1/0	1.0	0.0534351145038	0.0534351145038	NA	NA	NA
22873	DZIP1	uc001vmk.2	uc001vml.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
22873	DZIP1	uc001vmk.2	uc001vmm.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/1	1/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1/1	1/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/12	1/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	2/12	2/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	3/12	3/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	4/12	4/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	5/12	5/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	6/12	6/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	7/12	7/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	8/12	8/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	9/12	9/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	10/12	10/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	11/12	11/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pym.2	uc002pyn.2	Lost_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	12/12	12/0	1.0	1.0	1.0	NA	NA	NA
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1/0	1/1	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/0	1/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	2/0	2/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	3/0	3/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	4/0	4/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	5/0	5/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	6/0	6/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	7/0	7/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	8/0	8/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	9/0	9/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	10/0	10/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	11/0	11/12	NA	NA	NA	1.0	1.0	1.0
90317	ZNF616	uc002pyn.2	uc002pym.2	Gained_in_tumor	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	12/0	12/12	NA	NA	NA	1.0	1.0	1.0
114780	PKD1L2	uc002fgi.2	uc002fgf.1	Lost_in_tumor	PS51111|REJ_REJ_domain_profile.	1/1	1/0	1.0	0.996732026144	0.996732026144	NA	NA	NA
51265	CDKL3	uc003kzg.3	uc011cxq.1	Lost_in_tumor	PS50011|PROTEIN_KINASE_DOM_Protein_kinase_domain_profile.	1/1	1/0	0.673758865248	0.984455958549	0.666666666667	NA	NA	NA
55340	GIMAP5	uc003whr.1	uc010lpu.2	Nothing	PS51720|G_AIG1_AIG1-type_G_domain_profile.	1/1	1/1	0.581280788177	0.830985915493	0.519823788546	0.0	NA	0.0
165829	GPR156	uc011bjf.1	uc011bjg.1	Nothing	PS50259|G_PROTEIN_RECEP_F3_4_G-protein_coupled_receptors_family_3_profile.	1/1	1/1	0.0158102766798	1.0	0.0158102766798	0.0	NA	0.0
9256	BZRAP1	uc002ivw.2	uc010dcs.2	Gained_in_tumor	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/0	1/2	NA	NA	NA	1.0	0.00936768149883	0.00936768149883
9256	BZRAP1	uc002ivw.2	uc010dcs.2	Gained_in_tumor	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	2/0	2/2	NA	NA	NA	1.0	0.00819672131148	0.00819672131148
9256	BZRAP1	uc002ivw.2	uc010dcs.2	Nothing	PS50002|SH3_Src_homology_3_(SH3)_domain_profile.	1/1	1/0	0.0	NA	0.0	NA	NA	NA
9255	AIMP1	uc003hyh.2	uc003hyg.2	Nothing	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
9255	AIMP1	uc003hyh.2	uc003hyg.2	Nothing	PS50886|TRBD_tRNA-binding_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
9255	AIMP1	uc011cfg.1	uc003hyh.2	Nothing	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
9255	AIMP1	uc011cfg.1	uc003hyh.2	Nothing	PS50886|TRBD_tRNA-binding_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
2687	GGT5	uc002zzp.3	uc011ajm.1	Gained_in_tumor	PS50099|PRO_RICH_Proline-rich_region_profile.	1/0	1/1	NA	NA	NA	0.757575757576	0.757575757576	0.609756097561
114785	MBD6	uc001soj.1	uc001sol.1	Lost_in_tumor	PS50099|PRO_RICH_Proline-rich_region_profile.	1/1	1/0	1.0	1.0	1.0	NA	NA	NA
114785	MBD6	uc001soj.1	uc001sol.1	Lost_in_tumor	PS50982|MBD_Methyl-CpG-binding_domain_(MBD)_profile.	1/1	1/0	1.0	1.0	1.0	NA	NA	NA
114781	BTBD9	uc010jwx.2	uc003ony.3	Nothing	PS50097|BTB_BTB_domain_profile.	1/1	1/1	0.485294117647	0.485294117647	0.320388349515	0.0	NA	0.0
64174	DPEP2	uc002evd.3	uc002eve.2	Nothing	PS51365|RENAL_DIPEPTIDASE_2_Renal_dipeptidase_family_profile.	1/1	1/1	0.0135501355014	1.0	0.0135501355014	0.0	NA	0.0
146542	ZNF688	uc002dys.2	uc002dyt.2	Gained_in_tumor	PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1/0	1/1	NA	NA	NA	0.577464788732	0.621212121212	0.427083333333
146542	ZNF688	uc002dys.2	uc002dyt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/2	1/2	0.0	NA	0.0	0.0	NA	0.0
146542	ZNF688	uc002dys.2	uc002dyt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	2/2	2/2	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Lost_in_tumor	PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1/1	1/0	0.577464788732	0.594202898551	0.414141414141	NA	NA	NA
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/7	1/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	2/7	2/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	3/7	3/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	4/7	4/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	5/7	5/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	6/7	6/7	0.0	NA	0.0	0.0	NA	0.0
146540	ZNF785	uc002dyv.1	uc010vez.1	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	7/7	7/7	0.0	NA	0.0	0.0	NA	0.0
57484	RNF150	uc010iok.1	uc003iio.1	Nothing	PS50089|ZF_RING_2_Zinc_finger_RING-type_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
56122	PCDHB14	uc003ljb.2	uc011dal.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	1/4	1/5	0.0	NA	0.0	0.0	NA	0.0
56122	PCDHB14	uc003ljb.2	uc011dal.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	2/4	2/5	0.0	NA	0.0	0.0	NA	0.0
56122	PCDHB14	uc003ljb.2	uc011dal.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	3/4	3/5	0.0	NA	0.0	0.0	NA	0.0
56122	PCDHB14	uc003ljb.2	uc011dal.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	4/4	4/5	0.185185185185	0.130718954248	0.0829875518672	0.0	NA	0.0
56122	PCDHB14	uc003ljb.2	uc011dal.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	5/4	5/5	NA	NA	NA	0.0	NA	0.0
56124	PCDHB12	uc003liz.2	uc011dak.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	1/5	1/3	0.0	NA	0.0	0.0	NA	0.0
56124	PCDHB12	uc003liz.2	uc011dak.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	2/5	2/3	0.0	NA	0.0	0.0	NA	0.0
56124	PCDHB12	uc003liz.2	uc011dak.1	Nothing	PS50268|CADHERIN_2_Cadherins_domain_profile.	3/5	3/3	0.913461538462	0.281899109792	0.274566473988	0.0	NA	0.0
56124	PCDHB12	uc003liz.2	uc011dak.1	Lost_in_tumor	PS50268|CADHERIN_2_Cadherins_domain_profile.	4/5	4/3	1.0	0.172106824926	0.172106824926	NA	NA	NA
56124	PCDHB12	uc003liz.2	uc011dak.1	Lost_in_tumor	PS50268|CADHERIN_2_Cadherins_domain_profile.	5/5	5/3	1.0	0.320474777448	0.320474777448	NA	NA	NA
4646	MYO6	uc003pij.1	uc003pig.1	Lost_in_tumor	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/1	1/0	1.0	0.0815217391304	0.0815217391304	NA	NA	NA
4646	MYO6	uc003pij.1	uc003pig.1	Gained_in_tumor	PS51456|MYOSIN_MOTOR_Myosin_motor_domain_profile.	1/0	1/1	NA	NA	NA	1.0	0.439189189189	0.439189189189
57475	PLEKHH1	uc010tsx.1	uc001xjm.1	Gained_in_tumor	PS50003|PH_DOMAIN_PH_domain_profile.	1/0	1/1	NA	NA	NA	1.0	0.349442379182	0.349442379182
57475	PLEKHH1	uc010tsx.1	uc001xjm.1	Lost_in_tumor	PS50057|FERM_3_FERM_domain_profile.	1/1	1/0	1.0	0.595744680851	0.595744680851	NA	NA	NA
9254	CACNA2D2	uc003dap.2	uc003daq.2	Nothing	PS50234|VWFA_VWFA_domain_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Lost_in_tumor	PS50805|KRAB_Krueppel-associated_box_(KRAB)_profile.	1/1	1/0	0.706666666667	0.256038647343	0.231441048035	NA	NA	NA
84124	ZNF394	uc003uqs.2	uc003uqt.2	Lost_in_tumor	PS50804|SCAN_BOX_SCAN_box_profile.	1/1	1/0	1.0	0.3961352657	0.3961352657	NA	NA	NA
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	1/6	1/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	2/6	2/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	3/6	3/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	4/6	4/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	5/6	5/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	6/6	6/7	0.0	NA	0.0	0.0	NA	0.0
84124	ZNF394	uc003uqs.2	uc003uqt.2	Nothing	PS50157|ZINC_FINGER_C2H2_2_Zinc_finger_C2H2_type_domain_profile.	7/6	7/7	NA	NA	NA	0.0	NA	0.0
133690	CAPSL	uc003jju.1	uc003jjt.1	Nothing	PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	1/3	1/3	0.0	NA	0.0	0.0	NA	0.0
133690	CAPSL	uc003jju.1	uc003jjt.1	Nothing	PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	2/3	2/3	0.0	NA	0.0	0.0	NA	0.0
133690	CAPSL	uc003jju.1	uc003jjt.1	Nothing	PS50222|EF_HAND_2_EF-hand_calcium-binding_domain_profile.	3/3	3/3	0.0	NA	0.0	0.0	NA	0.0
22876	INPP5F	uc001leo.2	uc001lep.2	Lost_in_tumor	PS50275|SAC_Sac_phosphatase_domain_profile.	1/1	1/0	1.0	0.548489666137	0.548489666137	NA	NA	NA
56975	FAM20C	uc003sip.2	uc011jvn.1	Nothing	PS50079|NLS_BP_Bipartite_nuclear_localization_signal_profile.	1/1	1/1	0.0	NA	0.0	0.0	NA	0.0
56975	FAM20C	uc003sip.2	uc011jvn.1	Lost_in_tumor	PS51257|PROKAR_LIPOPROTEIN_Prokaryotic_membrane_lipoprotein_lipid_attachment_site_profile.	1/1	1/0	1.0	0.0602409638554	0.0602409638554	NA	NA	NA
2317	FLNB	uc003djj.2	uc003djm.2	Lost_in_tumor	PS50021|CH_Calponin_homology_domain_profile.	1/2	1/0	0.43	0.237569060773	0.180672268908	NA	NA	NA
2317	FLNB	uc003djj.2	uc003djm.2	Lost_in_tumor	PS50021|CH_Calponin_homology_domain_profile.	2/2	2/0	1.0	0.585635359116	0.585635359116	NA	NA	NA
2317	FLNB	uc003djj.2	uc003djm.2	Nothing	PS50194|FILAMIN_REPEAT_Filamin/ABP280_repeat_profile.	1/3	1/5	0.0	NA	0.0	0.0	NA	0.0
2317	FLNB	uc003djj.2	uc003djm.2	Nothing	PS50194|FILAMIN_REPEAT_Filamin/ABP280_repeat_profile.	2/3	2/5	0.0	NA	0.0	0.0	NA	0.0
2317	FLNB	uc003djj.2	uc003djm.2	Nothing	PS50194|FILAMIN_REPEAT_Filamin/ABP280_repeat_profile.	3/3	3/5	0.0	NA	0.0	0.0	NA	0.0
2317	FLNB	uc003djj.2	uc003djm.2	Nothing	PS50194|FILAMIN_REPEAT_Filamin/ABP280_repeat_profile.	4/3	4/5	NA	NA	NA	0.0	NA	0.0
