GeneId	Symbol	Normal_transcript	Tumor_transcript	Normal_protein	Tumor_protein	Annotation	DriverAnnotation	NotNoise	IsModel	IsFunctional	Driver	SpecificDriver	Druggable	CDS_Normal	CDS_Tumor	CDS_change	UTR_change	Patients_affected
133584	EGFLAM	uc003jlg.1	uc003jlc.1	Q63HQ2-5	Q63HQ2	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8407T
51020	HDDC2	uc003qaa.1	uc003qab.1	Q7Z4H3	None	HALLMARK_MYC_TARGETS_V1	Nothing	1	1	1	0	0	0	1	0	1	1	8338T,8330T,8328T,8346T,8438T,8345T,8422T,8440T,8331T,8426T,8415T,8335T,8325T,8406T,8323T,8332T,8334T,8416T,8340T,8429T,8431T,8341T,8408T,8324T,8336T,8430T,8403T,8342T
51527	C14orf129	uc001yfj.3	uc001yfl.2	Q9P0R6	Q9P0R6	Nothing	d1	1	1	0	0	0	0	1	1	0	1	8476T,8413T,8439T,8326T,8416T,8409T,8443T,8327T,8432T,8433T,8415T,8335T,8324T,8421T,8404T,8346T,8407T,8330T,8331T,8414T,8323T,8338T,8332T,8408T,8334T,8328T
51527	C14orf129	uc001yfl.2	uc001yfj.3	Q9P0R6	Q9P0R6	Nothing	d1	0	0	0	0	0	0	1	1	0	1	8422T
10622	POLR3G	uc003kjq.2	uc011cuc.1	O15318	O15318	HALLMARK_MTORC1_SIGNALING	Nothing	1	1	0	0	0	0	1	1	0	1	8340T,8430T,8409T,8413T,8337T,8343T,8416T,8330T,8441T,8438T,8432T,8324T,8418T,8442T,8423T,8326T,8346T,8329T,8436T,8325T,8443T,8403T,8327T,8426T
10622	POLR3G	uc011cuc.1	uc003kjq.2	O15318	O15318	HALLMARK_MTORC1_SIGNALING	Nothing	1	0	0	0	0	0	1	1	0	1	8339T,8424T,8425T
6818	SULT1A3	uc002dtb.2	uc002dsz.2	P50224	P50224	Nothing	Nothing	1	1	0	0	0	0	1	1	0	1	8436T,8345T,8425T,8408T,8325T,8406T,8417T,8330T,8335T,8442T,8429T,8331T
6818	SULT1A3	uc002dtb.2	uc002dta.2	P50224	P50224	Nothing	Nothing	1	0	0	0	0	0	1	1	0	1	8329T,8413T,8432T,8416T,8639T,8323T,8342T,8343T,8419T,8334T,8439T,8443T
6818	SULT1A3	uc002dtb.2	uc002dxk.2	P50224	P50224	Nothing	Nothing	1	0	0	0	0	0	1	1	1	1	8340T,8440T
55863	TMEM126B	uc001pao.2	uc001pap.2	Q8IUX1-5	Q8IUX1-5	Nothing	Nothing	1	1	0	0	0	0	1	1	0	1	8418T,8323T,8442T,8434T,8433T,8338T,8407T,8438T,8406T,8414T,8403T,8476T,8334T,8421T,8411T,8324T,8327T,8432T,8416T,8337T,8415T,8341T,8409T,8422T,8417T,8408T
50507	NOX4	uc001pct.2	uc009yvq.2	Q9NPH5	Q9NPH5-8	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	1	1	0	0	0	0	1	1	1	1	8423T,8342T,8442T,8430T,8426T,8417T,8433T,8330T,8422T,8431T,8432T,8440T,8418T,8340T,8429T,8341T,8325T
50507	NOX4	uc001pct.2	uc001pcu.2	Q9NPH5	Q9NPH5-2	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	1	0	0	0	0	0	1	1	1	1	8477T,8441T
50507	NOX4	uc009yvr.2	uc009yvq.2	None	Q9NPH5-8	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	1	0	1	0	0	0	1	1	1	1	8339T,8434T
50507	NOX4	uc001pct.2	uc001pcw.2	Q9NPH5	Q9NPH5-4	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	0	0	1	0	0	0	1	1	1	0	8476T
50507	NOX4	uc001pct.2	uc009yvr.2	Q9NPH5	None	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	0	0	1	0	0	0	1	1	1	1	8409T
50507	NOX4	uc001pct.2	uc010rtv.1	Q9NPH5	Q9NPH5-9	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	0	0	1	0	0	0	1	1	1	1	8327T
50507	NOX4	uc001pcv.2	uc009yvq.2	Q9NPH5-6	Q9NPH5-8	AGING,ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,CELL_PROLIFERATION_GO_0008283,DEFENSE_RESPONSE,ELECTRON_TRANSPORT_GO_0006118,GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,INFLAMMATORY_RESPONSE,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_PROLIFERATION,OXYGEN_AND_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,REGULATION_OF_CELL_PROLIFERATION,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,SUPEROXIDE_METABOLIC_PROCESS	Nothing	0	0	1	0	0	0	1	1	1	1	8436T
9749	PHACTR2	uc003qjr.3	uc010khh.2	O75167-2	O75167-5	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8417T,8422T,8421T,8438T,8416T,8440T,8331T,8439T,8414T,8477T,8419T,8326T,8403T,8342T,8411T,8340T,8330T,8415T,8431T,8328T,8429T,8346T,8443T,8426T,8413T
9643	MORF4L2	uc004elb.2	uc004elf.2	Q15014	Q15014	Nothing	d1	1	1	0	0	0	0	1	1	0	1	8323T,8340T,8423T,8330T,8442T,8407T,8440T,8443T,8335T
9643	MORF4L2	uc004elb.2	uc004ele.2	Q15014	Q15014	Nothing	d1	1	0	0	0	0	0	1	1	0	1	8430T,8344T,8326T,8431T,8409T,8438T,8433T,8341T
9643	MORF4L2	uc004elb.2	uc004eld.2	Q15014	Q15014	Nothing	d1	1	0	0	0	0	0	1	1	0	1	8417T,8327T,8476T,8342T,8416T
9643	MORF4L2	uc004ekz.2	uc004eld.2	Q15014	Q15014	Nothing	d1	0	0	0	0	0	0	1	1	0	1	8426T
9643	MORF4L2	uc004ele.2	uc004eld.2	Q15014	Q15014	Nothing	d1	0	0	0	0	0	0	1	1	0	1	8415T
486	FXYD2	uc001prj.2	uc001prk.1	P54710	P54710-2	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8477T,8334T,8424T,8346T,8430T,8413T,8423T,8429T,8422T,8336T,8406T,8411T,8431T,8443T,8425T,8330T,8419T,8329T,8333T,8339T,8410T,8328T,8415T,8432T
142689	ASB12	uc004dvq.1	uc004dvp.1	Q8WXK4-2	Q8WXK4	Nothing	Nothing	1	1	0	0	0	0	1	1	1	1	8337T,8338T,8345T,8340T,8409T,8330T,8343T,8433T,8333T,8342T,8411T,8416T,8327T,8407T,8421T,8418T,8476T,8429T,8415T,8334T,8431T,8441T,8425T
142689	ASB12	uc004dvp.1	uc004dvq.1	Q8WXK4	Q8WXK4-2	Nothing	Nothing	0	0	0	0	0	0	1	1	1	1	8423T
2651	GCNT2	uc003mzc.3	uc010jop.2	None	None	HALLMARK_HYPOXIA,HALLMARK_XENOBIOTIC_METABOLISM	Nothing	1	1	1	0	0	0	1	0	1	1	8432T,8341T,8325T,8323T,8423T,8410T,8429T,8343T
2651	GCNT2	uc003mzc.3	uc010jon.2	None	None	HALLMARK_HYPOXIA,HALLMARK_XENOBIOTIC_METABOLISM	Nothing	1	0	1	0	0	0	1	1	1	1	8337T,8346T,8340T,8326T,8405T,8332T,8418T
2651	GCNT2	uc003mzc.3	uc010joo.2	None	Q8N0V5	HALLMARK_HYPOXIA,HALLMARK_XENOBIOTIC_METABOLISM	Nothing	1	0	0	0	0	0	1	1	1	1	8436T,8335T,8329T,8417T,8426T,8442T,8440T
2651	GCNT2	uc003mza.2	uc010jop.2	None	None	HALLMARK_HYPOXIA,HALLMARK_XENOBIOTIC_METABOLISM	Nothing	0	0	0	0	0	0	0	0	0	1	8424T
50650	ARHGEF3	uc003dig.2	uc011bew.1	Q9NR81	None	HALLMARK_MITOTIC_SPINDLE	d1	1	1	1	0	0	0	1	1	1	1	8346T,8337T,8344T,8329T,8403T,8442T,8335T,8331T,8477T,8328T,8431T,8326T,8418T,8422T,8408T,8429T,8407T,8443T,8340T,8440T,8438T
50650	ARHGEF3	uc003dig.2	uc003dih.2	Q9NR81	Q9NR81-2	HALLMARK_MITOTIC_SPINDLE	d1	0	0	1	0	0	0	1	1	1	1	8424T
50650	ARHGEF3	uc003dig.2	uc010hmy.1	Q9NR81	Q9NR81-4	HALLMARK_MITOTIC_SPINDLE	d1	0	0	1	0	0	0	1	1	1	1	8476T
401237	FLJ22536	uc003ndn.2	uc003ndl.2	None	None	Nothing	Nothing	1	1	0	0	0	0	0	0	0	1	8425T,8346T,8345T,8424T,8334T,8440T,8416T,8434T,8338T,8323T
401237	FLJ22536	uc003ndn.2	uc011djk.1	None	None	Nothing	Nothing	1	0	0	0	0	0	0	0	0	1	8324T,8403T,8433T,8436T,8413T,8422T,8418T,8414T,8411T
401237	FLJ22536	uc003ndn.2	uc003ndj.2	None	None	Nothing	Nothing	1	0	0	0	0	0	0	0	0	1	8639T,8337T,8477T
401237	FLJ22536	uc003ndj.2	uc011djk.1	None	None	Nothing	Nothing	0	0	0	0	0	0	0	0	0	1	8332T
4253	CTAGE5	uc001wuz.3	uc001wvg.3	O15320-10	O15320	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8413T,8423T,8416T,8424T,8339T,8330T,8442T,8323T,8329T,8438T,8443T,8425T,8432T,8417T,8406T,8333T,8335T,8418T,8341T,8345T
4253	CTAGE5	uc001wuz.3	uc001wva.3	O15320-10	O15320-3	Nothing	Nothing	1	0	1	0	0	0	1	1	1	1	8411T,8325T
84106	PRAM1	uc002mkd.2	uc002mkc.2	Q96QH2-2	None	Nothing	d1	1	1	1	0	0	0	1	1	1	0	8418T,8407T,8338T,8417T,8346T,8406T,8344T,8443T,8410T,8476T,8324T,8336T,8331T,8436T,8335T,8327T,8441T
84106	PRAM1	uc002mkc.2	uc002mkd.2	None	Q96QH2-2	Nothing	d1	1	0	1	0	0	0	1	1	1	0	8433T,8403T,8332T,8426T,8339T
84033	OBSCN	uc009xfa.2	uc001hsr.1	None	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8426T,8332T,8411T,8443T,8409T,8413T,8430T,8424T,8406T,8410T,8423T,8343T,8342T,8334T,8339T,8477T,8345T,8346T,8333T,8325T
84033	OBSCN	uc001hsn.2	uc001hsr.1	Q5VST9-3	None	Nothing	Nothing	1	0	1	0	0	0	1	1	1	1	8403T,8425T
25839	COG4	uc002ezc.2	uc002eza.2	None	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8409T,8405T,8407T,8476T,8404T,8338T,8439T,8342T,8415T,8346T,8438T,8326T,8328T,8426T,8421T,8416T,8414T,8331T,8324T,8433T,8422T
339524	LOC339524	uc001dmf.2	uc010osn.1	None	None	Nothing	Nothing	1	1	0	0	0	0	0	0	0	1	8343T,8440T,8337T,8331T,8429T,8339T,8431T,8425T,8434T,8330T,8328T,8409T
339524	LOC339524	uc001dmf.2	uc010oso.1	None	None	Nothing	Nothing	1	0	0	0	0	0	0	0	0	1	8408T,8430T,8407T,8346T,8338T,8423T,8340T,8336T
339524	LOC339524	uc001dme.1	uc010oso.1	None	None	Nothing	Nothing	0	0	1	0	0	0	1	0	1	1	8433T
5151	PDE8A	uc002blh.2	uc002bll.2	O60658	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8409T,8414T,8476T,8421T,8439T,8328T,8408T,8415T,8346T,8405T,8422T,8438T,8338T,8327T,8431T,8326T,8342T,8433T,8331T,8337T
115273	RAB42	uc001bqv.2	uc001bqu.2	Q8N4Z0	Q8N4Z0	Nothing	Nothing	1	1	0	0	0	0	1	1	0	1	8417T,8406T,8407T,8424T,8342T,8476T,8440T,8323T,8414T,8346T,8338T,8340T,8335T,8430T,8432T,8326T
115273	RAB42	uc001bqu.2	uc001bqv.2	Q8N4Z0	Q8N4Z0	Nothing	Nothing	1	0	0	0	0	0	1	1	0	1	8419T,8422T,8434T,8431T
6049	RNF6	uc001uqp.2	uc010aak.2	Q9Y252	Q9Y252	Nothing	Nothing	1	1	0	0	0	0	1	1	0	1	8408T,8336T,8404T,8332T,8421T,8346T,8323T,8335T,8414T,8338T,8433T,8406T,8405T,8432T,8331T,8409T
6049	RNF6	uc001uqq.2	uc001uqp.2	Q9Y252	Q9Y252	Nothing	Nothing	1	0	0	0	0	0	1	1	0	1	8422T,8403T,8431T
6049	RNF6	uc001uqp.2	uc001uqq.2	Q9Y252	Q9Y252	Nothing	Nothing	0	0	0	0	0	0	1	1	0	1	8434T
1514	CTSL1	uc004api.2	uc004aph.2	P07711	P07711	HALLMARK_COMPLEMENT	d1	1	1	0	0	0	0	1	1	0	1	8424T,8334T,8331T,8442T,8335T,8418T,8432T,8443T,8338T,8330T,8342T,8337T,8417T,8411T,8407T,8340T,8341T,8339T,8416T
23142	DCUN1D4	uc003gze.2	uc003gzf.2	Q92564	Q92564-2	Nothing	Nothing	1	1	0	0	0	0	1	1	1	0	8324T,8415T,8326T,8327T,8414T,8328T,8340T,8476T,8338T,8408T,8332T,8346T,8433T,8443T,8331T,8422T,8439T,8416T,8403T
9488	PIGB	uc002act.2	uc010ugg.1	Q92521	None	BIOPOLYMER_METABOLIC_PROCESS,BIOPOLYMER_MODIFICATION,BIOSYNTHETIC_PROCESS,CELLULAR_LIPID_METABOLIC_PROCESS,CELLULAR_MACROMOLECULE_METABOLIC_PROCESS,CELLULAR_PROTEIN_METABOLIC_PROCESS,GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,LIPID_BIOSYNTHETIC_PROCESS,LIPID_METABOLIC_PROCESS,LIPOPROTEIN_BIOSYNTHETIC_PROCESS,LIPOPROTEIN_METABOLIC_PROCESS,MACROMOLECULE_BIOSYNTHETIC_PROCESS,MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,MEMBRANE_LIPID_METABOLIC_PROCESS,PHOSPHOINOSITIDE_BIOSYNTHETIC_PROCESS,PHOSPHOINOSITIDE_METABOLIC_PROCESS,PHOSPHOLIPID_BIOSYNTHETIC_PROCESS,PHOSPHOLIPID_METABOLIC_PROCESS,PROTEIN_AMINO_ACID_LIPIDATION,PROTEIN_METABOLIC_PROCESS,PROTEIN_MODIFICATION_PROCESS	Nothing	1	1	1	0	0	0	1	1	1	1	8416T,8414T,8324T,8328T,8439T,8438T,8405T,8403T,8413T,8407T,8327T,8415T,8338T,8422T,8408T,8433T,8337T,8331T,8346T
11276	SYNRG	uc010wdh.1	uc010wdg.1	None	Q9UMZ2-6	CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_LOCALIZATION,ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,INTRACELLULAR_PROTEIN_TRANSPORT,INTRACELLULAR_TRANSPORT,MACROMOLECULE_LOCALIZATION,PROTEIN_LOCALIZATION,PROTEIN_TRANSPORT,TRANSPORT	Nothing	1	1	1	0	0	0	1	1	1	1	8346T,8404T,8327T,8414T,8409T,8408T,8324T,8421T
11276	SYNRG	uc002hod.2	uc010wdg.1	None	Q9UMZ2-6	CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_LOCALIZATION,ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,INTRACELLULAR_PROTEIN_TRANSPORT,INTRACELLULAR_TRANSPORT,MACROMOLECULE_LOCALIZATION,PROTEIN_LOCALIZATION,PROTEIN_TRANSPORT,TRANSPORT	Nothing	1	0	1	0	0	0	1	1	1	0	8439T,8438T,8415T,8407T
11276	SYNRG	uc002hob.2	uc002hoa.2	Q9UMZ2-5	Q9UMZ2	CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_CELLULAR_LOCALIZATION,ESTABLISHMENT_OF_LOCALIZATION,ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,INTRACELLULAR_PROTEIN_TRANSPORT,INTRACELLULAR_TRANSPORT,MACROMOLECULE_LOCALIZATION,PROTEIN_LOCALIZATION,PROTEIN_TRANSPORT,TRANSPORT	Nothing	1	0	1	0	0	0	1	1	1	0	8425T,8436T
